#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	6771	7070	+	DPFGDO_00095	parE	type II toxin-antitoxin system RelE/ParE family toxin	COG:COG3668, COG:X, RefSeq:WP_001146176.1, SO:0001217, UniParc:UPI00015C63FE, UniRef:UniRef100_A0A2P9E867, UniRef:UniRef50_A0A068QPF9, UniRef:UniRef90_A0A2P9E867
contig_1	cds	7132	7509	-	DPFGDO_00100		entry exclusion protein 1	RefSeq:WP_000312627.1, SO:0001217, UniParc:UPI000182465A, UniRef:UniRef100_A0A2P9DUR3, UniRef:UniRef50_A0A4U7KB57, UniRef:UniRef90_A0A2P9DUR3
contig_1	cds	7578	7757	+	DPFGDO_00105		Rop family plasmid primer RNA-binding protein	RefSeq:WP_000165971.1, SO:0001217, UniParc:UPI00015C63F4, UniRef:UniRef100_A0A2P9DUT6, UniRef:UniRef50_A0A2P9DUT6, UniRef:UniRef90_A0A2P9DUT6
contig_1	cds	7785	8051	-	DPFGDO_00110		hypothetical protein	RefSeq:WP_020805352.1, SO:0001217, UniParc:UPI0003421E21, UniRef:UniRef100_A0A2P9E855, UniRef:UniRef50_A0A2P9E855, UniRef:UniRef90_A0A2P9E855
contig_1	cds	8076	8741	+	DPFGDO_00115		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_J2DFK6, UniRef:UniRef90_J2DFK6
contig_1	cds	8802	9059	+	DPFGDO_00120		hypothetical protein	
contig_1	cds	9053	9268	-	DPFGDO_00125		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001F60DF70, UniRef:UniRef90_UPI0020238554
contig_2	cds	203	397	-	DPFGDO_00130		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI001D0E3BAE, UniRef:UniRef90_UPI001D0E3BAE
contig_2	cds	671	790	-	DPFGDO_00135		hypothetical protein	SO:0001217, UniParc:UPI0002AADC07, UniRef:UniRef100_A0A6G7SNK0, UniRef:UniRef50_A0A6G7SNK0, UniRef:UniRef90_A0A6G7SNK0
contig_2	cds	790	1008	-	DPFGDO_00140		hypothetical protein	
contig_2	cds	1026	1736	-	DPFGDO_00145		(pseudo) Relaxase/Mobilisation nuclease domain-containing protein	SO:0001217, UniRef:UniRef50_H8YUP9, UniRef:UniRef90_A8ART7
contig_2	cds	1770	2015	+	DPFGDO_00150		hypothetical protein	RefSeq:WP_032433971.1, SO:0001217, UniParc:UPI00050C1E01, UniRef:UniRef100_A0A8J3DRV3, UniRef:UniRef50_A0A380C7R3, UniRef:UniRef90_A0A8J3DRV3
contig_2	cds	2023	2208	-	DPFGDO_00155		hypothetical protein	
contig_2	cds	2198	2356	-	DPFGDO_00160		MobC family plasmid mobilization relaxosome protein	SO:0001217, UniRef:UniRef50_UPI0013C5C768, UniRef:UniRef90_UPI00133088B4
contig_2	cds	2532	2648	-	DPFGDO_00165		hypothetical protein	
contig_2	cds	2658	2870	+	DPFGDO_00170		hypothetical protein	
contig_2	oriT	2799	2869	?			origin of transfer	
contig_2	cds	3139	3438	-	DPFGDO_00175		hypothetical protein	SO:0001217, UniParc:UPI00092E5D95, UniRef:UniRef100_A0A483VZJ2, UniRef:UniRef50_A8ARU7, UniRef:UniRef90_A8ARU7
contig_2	ncRNA	3527	3628	+	DPFGDO_00180	RNAI	RNAI	RFAM:RF00106, SO:0000655
contig_2	cds	3811	4191	+	DPFGDO_00185		hypothetical protein	RefSeq:WP_048327638.1, SO:0001217, UniParc:UPI000650BA0B, UniRef:UniRef100_UPI001E5ECCF2, UniRef:UniRef50_A0A7T4NV32, UniRef:UniRef90_A0A7T4NV32
contig_2	cds	4217	4762	+	DPFGDO_00190		hypothetical protein	RefSeq:WP_032433973.1, SO:0001217, UniParc:UPI00044B4FC0, UniRef:UniRef100_A0A483VZW6, UniRef:UniRef50_A0A7T4NV44, UniRef:UniRef90_A0A7T4NV44
contig_2	cds	4798	5193	+	DPFGDO_00195		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7X8YIZ1, UniRef:UniRef90_A0A7X8YIZ1
contig_2	cds	5138	5290	-	DPFGDO_00200		(pseudo) hypothetical protein	SO:0001217, UniRef:UniRef50_A8ARU1, UniRef:UniRef50_UPI00195454DB, UniRef:UniRef90_A8ARU1, UniRef:UniRef90_UPI00195454DB
contig_2	cds	5250	5516	-	DPFGDO_00205		type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family	RefSeq:WP_004197762.1, SO:0001217, UniParc:UPI0002AAB9AF, UniRef:UniRef100_A0A6A8YQJ5, UniRef:UniRef50_A0A378CIC1, UniRef:UniRef90_A0A378CIC1
contig_3	cds	56	427	-	DPFGDO_00210		hypothetical protein	
contig_3	cds	523	831	+	DPFGDO_00215		hypothetical protein	
contig_3	cds	959	1282	+	DPFGDO_00220		hypothetical protein	
contig_3	cds	1466	2419	-	DPFGDO_00225		CHANNEL-COLICIN domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3K3DF49, UniRef:UniRef90_A0A3K3DF49
contig_3	cds	2811	3278	-	DPFGDO_00230		hypothetical protein	SO:0001217, UniRef:UniRef50_R9R0P9, UniRef:UniRef90_A0A2Y0NUS5
contig_3	cds	3253	3369	-	DPFGDO_00235		hypothetical protein	
contig_3	cds	3347	4273	-	DPFGDO_00240		mobilization protein	RefSeq:WP_001736644.1, SO:0001217, UniParc:UPI0002B951D1, UniRef:UniRef100_A0A2Y0R389, UniRef:UniRef50_A0A068B9C6, UniRef:UniRef90_A0A068B9C6
contig_3	cds	4348	4593	-	DPFGDO_00245		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00165685D9, UniRef:UniRef90_UPI001BB0A651
contig_3	cds	5109	5384	-	DPFGDO_00250		helix-turn-helix domain-containing protein	SO:0001217, UniRef:UniRef50_UPI0015620985
contig_4	cds	461	817	+	DPFGDO_00255		hypothetical protein	
contig_4	oriC	683	1663	?			origin of replication	
contig_4	cds	784	957	+	DPFGDO_00260		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A3N2RME5, UniRef:UniRef90_A0A3N2RME5
contig_4	oriT	790	862	?			origin of transfer	
contig_4	cds	944	1243	-	DPFGDO_00265		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00093FD19C, UniRef:UniRef90_UPI001A91F084
contig_4	ncRNA	1514	1618	+	DPFGDO_00270	RNAI	RNAI	RFAM:RF00106, SO:0000655
contig_4	cds	1674	2348	-	DPFGDO_00275		NYN domain	RefSeq:WP_032419561.1, SO:0001217, UniParc:UPI000452EC64, UniRef:UniRef100_A0A483VZ52, UniRef:UniRef50_A0A483VZ52, UniRef:UniRef90_A0A483VZ52
contig_4	cds	2696	3112	+	DPFGDO_00280		helix-turn-helix domain-containing protein	RefSeq:WP_032419562.1, SO:0001217, UniParc:UPI00050C3FC5, UniRef:UniRef100_A0A483VYT5, UniRef:UniRef50_A0A4S5I3E1, UniRef:UniRef90_A0A4S5I3E1
contig_4	cds	3218	3367	-	DPFGDO_00285		hypothetical protein	
contig_4	cds	3530	3793	+	DPFGDO_00290		Protein L	RefSeq:WP_054175658.1, SO:0001217, UniParc:UPI0006BA57B2, UniRef:UniRef100_A0A483W1A5, UniRef:UniRef50_P02989, UniRef:UniRef90_P02989
contig_4	cds	3790	3954	+	DPFGDO_00295		hypothetical protein	SO:0001217, UniParc:UPI000E2B6FA9, UniRef:UniRef100_A0A8B4T784, UniRef:UniRef50_A0A8B4T784, UniRef:UniRef90_A0A8B4T784
contig_4	cds	3970	4134	+	DPFGDO_00300		hypothetical protein	
contig_4	cds	4224	5321	-	DPFGDO_00305		DNA relaxase mbeA	SO:0001217, UniRef:UniRef50_A0A509AEC3
