#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	20334	21089	+	EPPIJA_00095	pqqC	pyrroloquinoline-quinone synthase PqqC	COG:COG5424, COG:H, EC:1.3.3.11, GO:0006725, GO:0018189, GO:0033732, KEGG:K06137, RefSeq:WP_032433121.1, SO:0001217, UniParc:UPI0004503AFC, UniRef:UniRef100_A0A4S4WJ08, UniRef:UniRef50_P27505, UniRef:UniRef90_P27505
contig_1	cds	21092	21370	+	EPPIJA_00100	pqqD	pyrroloquinoline quinone biosynthesis peptide chaperone PqqD	GO:0018189, GO:0048038, RefSeq:WP_004143686.1, SO:0001217, UniParc:UPI0000132132, UniRef:UniRef100_P27506, UniRef:UniRef50_P59725, UniRef:UniRef90_P27506
contig_1	cds	21357	22499	+	EPPIJA_00105	pqqE	pyrroloquinoline quinone biosynthesis protein PqqE	COG:COG0535, COG:DH, EC:1.21.98.4, GO:0005506, GO:0009975, GO:0016491, GO:0018189, GO:0051539, GO:1904047, RefSeq:WP_004184158.1, SO:0001217, UniParc:UPI0000132134, UniRef:UniRef100_P27507, UniRef:UniRef50_P07782, UniRef:UniRef90_P27507
contig_1	cds	22499	24784	+	EPPIJA_00110	pqqF	pyrroloquinoline quinone biosynthesis protein PqqF	COG:COG1025, COG:O, EC:3.4.24.-, GO:0004222, GO:0006508, GO:0008270, GO:0018189, RefSeq:WP_032424997.1, SO:0001217, UniParc:UPI00044D7212, UniRef:UniRef100_A0A4S4WK18, UniRef:UniRef50_P27508, UniRef:UniRef90_P27508
contig_1	cds	24781	25518	-	EPPIJA_00115	guaA1	glutamine amidotransferase	COG:COG0518, COG:F, RefSeq:WP_032433122.1, SO:0001217, UniParc:UPI000447354D, UniRef:UniRef100_A0A4S4U489, UniRef:UniRef50_A0A486KWX3, UniRef:UniRef90_A0A486KWX3
contig_1	cds	25631	27541	-	EPPIJA_00120	mrdA	penicillin-binding protein 2	RefSeq:WP_002905759.1, SO:0001217, UniParc:UPI000205BBF6, UniRef:UniRef100_W9B8H3, UniRef:UniRef50_A0A5Q9LEH1, UniRef:UniRef90_A0A5Q9LEH1
contig_1	cds	27740	28216	-	EPPIJA_00125	ydcZ	Putative inner membrane exporter, YdcZ	COG:COG3238, COG:S, KEGG:K09936, RefSeq:WP_019705686.1, SO:0001217, UniParc:UPI0002E454DE, UniRef:UniRef100_A0A060VHQ7, UniRef:UniRef50_Q1QZC9, UniRef:UniRef90_W9BPC6
contig_1	cds	28226	28660	-	EPPIJA_00130	ydcZ	EamA-like transporter family protein	COG:COG3238, COG:S, KEGG:K09936, RefSeq:WP_002905764.1, SO:0001217, UniParc:UPI0002687663, UniRef:UniRef100_A0A7U9CXR3, UniRef:UniRef50_Q4KEG2, UniRef:UniRef90_W9BH24
contig_1	cds	28760	29692	+	EPPIJA_00135	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_032433123.1, SO:0001217, UniParc:UPI00044BD635, UniRef:UniRef100_A0A4S4U2B0, UniRef:UniRef50_R8YU38, UniRef:UniRef90_A0A086IAA7
contig_1	cds	29961	32138	+	EPPIJA_00140	katG	Catalase-peroxidase	COG:COG0376, COG:P, EC:1.11.1.21, GO:0004096, GO:0006979, GO:0020037, GO:0042744, GO:0046872, KEGG:K03782, RefSeq:WP_009485840.1, SO:0001217, UniParc:UPI0001A5854F, UniRef:UniRef100_A0A3F3BF98, UniRef:UniRef50_Q04657, UniRef:UniRef90_A6T9H9
contig_1	cds	32173	33234	-	EPPIJA_00145	zapE	cell division protein ZapE	COG:COG1485, COG:D, RefSeq:WP_032433124.1, SO:0001217, UniParc:UPI000446EE65, UniRef:UniRef100_A0A4S7LFN1, UniRef:UniRef50_A0A2U0LYI6, UniRef:UniRef90_A0A2U0LYI6
contig_1	cds	33331	34011	-	EPPIJA_00150	sapB	MgtC family protein	COG:COG1285, COG:P, KEGG:K07507, RefSeq:WP_002906011.1, SO:0001217, UniParc:UPI0001B74727, UniRef:UniRef100_A0A0E1CDV7, UniRef:UniRef50_A0A2X1QVG8, UniRef:UniRef90_A0A2A5MQE6
contig_1	ncRNA-region	34183	34291	-			Salmonella mgtC leader RNA	RFAM:RF02887, SO:0000140
contig_1	cds	34599	36005	+	EPPIJA_00155	cynX	MFS transporter	COG:COG2807, COG:P, RefSeq:WP_023287676.1, SO:0001217, UniParc:UPI0003BE3570, UniRef:UniRef100_A0A263K6K7, UniRef:UniRef50_W0BSK8, UniRef:UniRef90_W9BH27
contig_1	cds	36046	36360	-	EPPIJA_00160	celC	PTS lactose/cellobiose transporter subunit IIA	COG:COG1447, COG:G, RefSeq:WP_004180041.1, SO:0001217, UniParc:UPI0001A58553, UniRef:UniRef100_W9BGJ9, UniRef:UniRef50_W9BGJ9, UniRef:UniRef90_W9BGJ9
contig_1	cds	36597	37478	-	EPPIJA_00165	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_023287677.1, SO:0001217, UniParc:UPI0003BF8DDE, UniRef:UniRef100_A0A4S7L5P3, UniRef:UniRef50_A8AFV0, UniRef:UniRef90_R4Y8T4
contig_1	cds	37628	39928	-	EPPIJA_00170	bisC	CbbBc protein	COG:C, COG:COG0243, RefSeq:WP_094317226.1, SO:0001217, UniParc:UPI000B957D30, UniRef:UniRef100_UPI000B957D30, UniRef:UniRef50_P77561, UniRef:UniRef90_A0A0C7KK32
contig_1	cds	40244	41161	-	EPPIJA_00175	yneE	ibestrophin	COG:COG3781, COG:P, KEGG:K08994, RefSeq:WP_004148478.1, SO:0001217, UniParc:UPI00015767EF, UniRef:UniRef100_A0A7U7F4G6, UniRef:UniRef50_P76146, UniRef:UniRef90_R4YDF9
contig_1	cds	41411	42334	-	EPPIJA_00180	fieF	cation-efflux pump	COG:COG0053, COG:P, KEGG:K13283, RefSeq:WP_004151892.1, SO:0001217, UniParc:UPI0002186394, UniRef:UniRef100_V0AE46, UniRef:UniRef50_R4Y911, UniRef:UniRef90_R4Y911
contig_1	cds	42556	43242	+	EPPIJA_00185	hisJ	amino acid ABC transporter substrate-binding protein	COG:COG0834, COG:ET, RefSeq:WP_004184165.1, SO:0001217, UniParc:UPI00015767F2, UniRef:UniRef100_A0A7U7F4F5, UniRef:UniRef50_A0A7U7F4F5, UniRef:UniRef90_A0A7U7F4F5
contig_1	cds	43244	44113	-	EPPIJA_00190		histidine kinase	COG:COG3662, COG:S, RefSeq:WP_009485847.1, SO:0001217, UniParc:UPI000205BBFE, UniRef:UniRef100_A0A4S8C9X6, UniRef:UniRef50_A0A3M4K2X6, UniRef:UniRef90_B5XX45
contig_1	cds	44218	44649	-	EPPIJA_00195	osmC	OsmC family peroxiredoxin	COG:COG1764, COG:V, EC:1.11.1.28, KEGG:K04063, RefSeq:WP_002906030.1, SO:0001217, UniParc:UPI00015767F4, UniRef:UniRef100_A0A7U7F4F1, UniRef:UniRef50_P0C0L2, UniRef:UniRef90_A0A2X1QXK9
contig_1	cds	44763	44909	-	EPPIJA_00200		hypothetical protein	RefSeq:WP_002906033.1, SO:0001217, UniParc:UPI00015767F5, UniRef:UniRef100_A0A7U7F689, UniRef:UniRef50_A0A1V3Z291, UniRef:UniRef90_A0A7U7F689
contig_1	cds	44925	45326	-	EPPIJA_00205	ydeI	YdeI family stress tolerance OB fold protein	COG:COG3111, COG:S, RefSeq:WP_023287679.1, SO:0001217, UniParc:UPI0003BEC891, UniRef:UniRef100_A0A422ZDE4, UniRef:UniRef50_P31130, UniRef:UniRef90_A0A087FM27
contig_1	cds	45471	45974	+	EPPIJA_00210		hypothetical protein	RefSeq:WP_023287680.1, SO:0001217, UniParc:UPI0003BE155D, UniRef:UniRef100_A0A4S4YK16, UniRef:UniRef50_R4Y8D6, UniRef:UniRef90_W9B8I8
contig_1	cds	45983	46429	+	EPPIJA_00215	ycaP	DUF421 domain-containing protein	COG:COG2323, COG:S, RefSeq:WP_004148482.1, SO:0001217, UniParc:UPI00015767F8, UniRef:UniRef100_A0A7U7F4E9, UniRef:UniRef50_A0A1C3Q7F3, UniRef:UniRef90_A0A1C3Q7F3
contig_1	cds	46441	46536	-	EPPIJA_00220		(pseudo) hypothetical protein	SO:0001217, UniParc:UPI0002410629, UniRef:UniRef100_A0A0C7KK38, UniRef:UniRef50_A0A0C7KK38, UniRef:UniRef90_A0A0C7KK38
contig_1	cds	46748	47743	+	EPPIJA_00225	yqjQ	short-chain dehydrogenase	COG:COG0300, COG:R, RefSeq:WP_004151245.1, SO:0001217, UniParc:UPI00015768C3, UniRef:UniRef100_A0A7U7IGZ3, UniRef:UniRef50_A0A378B4Y5, UniRef:UniRef90_A0A377WJG5
contig_1	cds	47740	49365	-	EPPIJA_00230	amyA	glycosidase	COG:COG0366, COG:G, RefSeq:WP_004184169.1, SO:0001217, UniParc:UPI00015768C4, UniRef:UniRef100_A0A081IJP6, UniRef:UniRef50_A0A377XBR9, UniRef:UniRef90_A0A0E1CDY1
contig_1	cds	49405	49587	-	EPPIJA_00235		PTS system cellobiose/salicin/arbutin-specific transporter subunit IIBC	RefSeq:WP_020324736.1, SO:0001217, UniParc:UPI000343232B, UniRef:UniRef100_A0A0C7KEH4, UniRef:UniRef50_A0A378B4J4, UniRef:UniRef90_A0A0E1CIA1
contig_1	cds	49604	50110	-	EPPIJA_00240	yciE	Protein YciE	COG:COG3685, COG:P, RefSeq:WP_004151243.1, SO:0001217, UniParc:UPI00015768C6, UniRef:UniRef100_A0A8D6J149, UniRef:UniRef50_P21363, UniRef:UniRef90_A0A2X3FKJ7
contig_1	cds	50134	50349	-	EPPIJA_00245		Transporter	RefSeq:WP_004143717.1, SO:0001217, UniParc:UPI0001A58564, UniRef:UniRef100_A0A8G8D2I2, UniRef:UniRef50_W0BXE0, UniRef:UniRef90_A0A087FM20
contig_1	cds	51556	52470	+	EPPIJA_00250	fabG	NAD(P)-dependent dehydrogenase	COG:COG1028, COG:I, RefSeq:WP_020316423.1, SO:0001217, UniParc:UPI0002F18809, UniRef:UniRef100_UPI0002F18809, UniRef:UniRef50_A0A6P1PYG3, UniRef:UniRef90_A0A2X3DKT7
contig_1	cds	52667	52912	+	EPPIJA_00255		DUF2543 domain-containing protein	RefSeq:WP_002906114.1, SO:0001217, UniParc:UPI000205C0CD, UniRef:UniRef100_A0A7U7F4G5, UniRef:UniRef50_C3TBW2, UniRef:UniRef90_W9BGK9
contig_1	cds	52980	53873	-	EPPIJA_00260	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_004184171.1, SO:0001217, UniParc:UPI00015768CA, UniRef:UniRef100_A0A7U7F4G0, UniRef:UniRef50_A0A081IJN9, UniRef:UniRef90_A0A081IJN9
contig_1	cds	53987	54838	+	EPPIJA_00265	gloB	Vmh family MBL fold metallo-hydrolase	COG:COG0491, COG:R, RefSeq:WP_004189881.1, SO:0001217, UniParc:UPI00015768CB, UniRef:UniRef100_W9B8J5, UniRef:UniRef50_X1XIX6, UniRef:UniRef90_A0A8B6IP21
contig_1	cds	55016	55156	+	EPPIJA_00270	sra	stationary-phase-induced ribosome-associated protein	RefSeq:WP_004143727.1, SO:0001217, UniParc:UPI00015768CC, UniRef:UniRef100_A0A7U7IIZ6, UniRef:UniRef50_A0A7U7IIZ6, UniRef:UniRef90_A0A7U7IIZ6
contig_1	cds	55338	57035	+	EPPIJA_00275	maeA	NAD-dependent malic enzyme	COG:C, COG:COG0281, EC:1.1.1.38, GO:0004471, GO:0008948, GO:0046872, GO:0051287, RefSeq:WP_002906125.1, SO:0001217, UniParc:UPI00015768CD, UniRef:UniRef100_A6T9K7, UniRef:UniRef50_Q9HYD5, UniRef:UniRef90_A6T9K7
contig_1	cds	57219	57914	+	EPPIJA_00280		glycosyl transferase	RefSeq:WP_008804751.1, SO:0001217, UniParc:UPI0001C671FD, UniRef:UniRef100_A0A2V3L4K8, UniRef:UniRef50_W1EF28, UniRef:UniRef90_W1EF28
contig_1	cds	57911	58597	+	EPPIJA_00285		Putative glycosyltransferase	RefSeq:WP_032433125.1, SO:0001217, UniParc:UPI0004504C8F, UniRef:UniRef100_A0A4S4VBX6, UniRef:UniRef50_A0A4P0Y7I2, UniRef:UniRef90_A0A4P0Y7I2
contig_1	cds	58959	60674	+	EPPIJA_00290	uup	ABC transporter ATP-binding protein	COG:COG0488, COG:R, RefSeq:WP_004176020.1, SO:0001217, UniParc:UPI000282F63A, UniRef:UniRef100_A0A422YWV9, UniRef:UniRef50_A0A0A2WJM8, UniRef:UniRef90_A0A4S7WK08
contig_1	cds	60711	61664	-	EPPIJA_00295	marR	MarR family transcriptional regulator	COG:COG1846, COG:K, RefSeq:WP_004176019.1, SO:0001217, UniParc:UPI000282F639, UniRef:UniRef100_A0A1V8H5I7, UniRef:UniRef50_A0A2N7R722, UniRef:UniRef90_A0A1V8H5I7
contig_1	cds	61853	62452	-	EPPIJA_00300		pyrophosphatase	RefSeq:WP_032433126.1, SO:0001217, UniParc:UPI0004457F1F, UniRef:UniRef100_A0A4S7JUT5, UniRef:UniRef50_A0A0H3GY84, UniRef:UniRef90_A0A1C3Q7E7
contig_1	cds	62705	63715	+	EPPIJA_00305	adhP	alcohol dehydrogenase AdhP	COG:COG1064, COG:G, RefSeq:WP_002906221.1, SO:0001217, UniParc:UPI00015768D3, UniRef:UniRef100_A0A7U7IJH5, UniRef:UniRef50_P39451, UniRef:UniRef90_A0A7L7IWZ1
contig_1	cds	63885	65507	+	EPPIJA_00310		TIGR04028 family ABC transporter substrate-binding protein	RefSeq:WP_002906226.1, SO:0001217, UniParc:UPI00015768D4, UniRef:UniRef100_A0A7U7F5I8, UniRef:UniRef50_A0A0S2EMF2, UniRef:UniRef90_W9BPD4
contig_1	cds	65518	66462	+	EPPIJA_00315	dppB	peptide ABC transporter permease	COG:COG0601, COG:EP, RefSeq:WP_032433127.1, SO:0001217, UniParc:UPI0004498CB1, UniRef:UniRef100_A0A4S4U456, UniRef:UniRef50_A0A0W8AUH9, UniRef:UniRef90_A0A0W8AUH9
contig_1	cds	66459	67307	+	EPPIJA_00320	dppC	ABC transporter permease	COG:COG1173, COG:EP, RefSeq:WP_023286492.1, SO:0001217, UniParc:UPI0003BEB564, UniRef:UniRef100_A0A4S4WJZ4, UniRef:UniRef50_A0A449DCG4, UniRef:UniRef90_A0A0C7KJW9
contig_1	cds	67304	68920	+	EPPIJA_00325	nikD	nickel import ATP-binding protein NikD	COG:COG1123, COG:O, RefSeq:WP_023286493.1, SO:0001217, UniParc:UPI0003BE7C26, UniRef:UniRef100_A0A4S4V9P4, UniRef:UniRef50_A0A262W868, UniRef:UniRef90_A0A262W868
contig_1	cds	68920	69906	+	EPPIJA_00330	ssuD	putative FMN-dependent luciferase-like monooxygenase	COG:COG2141, COG:HR, RefSeq:WP_004184178.1, SO:0001217, UniParc:UPI0002830795, UniRef:UniRef100_A0A377ZJG6, UniRef:UniRef50_A0A0F0KZ45, UniRef:UniRef90_A0A085DQB8
contig_1	cds	69916	71007	+	EPPIJA_00335	yciW1	alkylhydroperoxidase	COG:COG4950, COG:S, RefSeq:WP_004151235.1, SO:0001217, UniParc:UPI000268724E, UniRef:UniRef100_A0A2V1L985, UniRef:UniRef50_E0SNC0, UniRef:UniRef90_R4YH41
contig_1	cds	71014	72168	-	EPPIJA_00340	araJ	MFS transporter AraJ	RefSeq:WP_017880161.1, SO:0001217, UniParc:UPI00034D1A66, UniRef:UniRef100_A0A4S4TU83, UniRef:UniRef50_P23910, UniRef:UniRef90_A0A2A5MQA5
contig_1	cds	72433	72873	+	EPPIJA_00345	gloA	bleomycin resistance protein	COG:COG0346, COG:Q, RefSeq:WP_002906451.1, SO:0001217, UniParc:UPI0002186418, UniRef:UniRef100_A0A0E1CIM9, UniRef:UniRef50_A0A0E1CIM9, UniRef:UniRef90_A0A0E1CIM9
contig_1	cds	72941	73759	+	EPPIJA_00350	ppk2	polyphosphate kinase 2	COG:C, COG:COG2326, RefSeq:WP_004180084.1, SO:0001217, UniParc:UPI0002186419, UniRef:UniRef100_W9B966, UniRef:UniRef50_A0A521IAH4, UniRef:UniRef90_A0A0E1CDR2
contig_1	cds	74498	75154	-	EPPIJA_00355	fdnI	formate dehydrogenase-N subunit gamma	COG:C, COG:COG2864, RefSeq:WP_002906457.1, SO:0001217, UniParc:UPI000157699B, UniRef:UniRef100_A0A0E1CI71, UniRef:UniRef50_P0AEK8, UniRef:UniRef90_A0A1B3F1Q7
contig_1	cds	75147	76031	-	EPPIJA_00360	fdxH	formate dehydrogenase subunit beta	COG:C, COG:COG0437, GO:0005886, GO:0015944, GO:0016021, GO:0045333, GO:0046872, GO:0051539, KEGG:K08349, RefSeq:WP_004143747.1, SO:0001217, UniParc:UPI000157699C, UniRef:UniRef100_A0A7U7IH02, UniRef:UniRef50_P0AAJ3, UniRef:UniRef90_P0AAJ3
contig_1	cds	76043	79090	-	EPPIJA_00365	fdnG	formate dehydrogenase-N subunit alpha	COG:C, COG:COG0243, RefSeq:WP_087744780.1, SO:0001217, UniParc:UPI000B400BD2, UniRef:UniRef100_A0A483YZT1, UniRef:UniRef50_P24183, UniRef:UniRef90_A0A5U3DSS0
contig_1	ncRNA-region	78450	78508	-			Selenocysteine insertion sequence 3	RFAM:RF01989, SO:1001268
contig_1	cds	79316	80194	+	EPPIJA_00370	yddG	aromatic amino acid DMT transporter YddG	COG:COG0697, COG:GER, RefSeq:WP_040174227.1, SO:0001217, UniParc:UPI00058CCE22, UniRef:UniRef100_UPI00058CCE22, UniRef:UniRef50_B2VGD0, UniRef:UniRef90_A0A483GUH9
contig_1	cds	80191	80964	-	EPPIJA_00375	benD	benzoate diol dehydrogenase BenD	COG:COG1028, COG:I, RefSeq:WP_004143751.1, SO:0001217, UniParc:UPI000157699F, UniRef:UniRef100_A0A7U7F5J1, UniRef:UniRef50_P07772, UniRef:UniRef90_A0A2I5KZ46
contig_1	cds	80974	81990	-	EPPIJA_00380	benC	benzoate 1,2-dioxygenase electron transfer component BenC	COG:C, COG:COG1018, EC:1.18.1.-, KEGG:K05784, RefSeq:WP_023280144.1, SO:0001217, UniParc:UPI0003BEBFAD, UniRef:UniRef100_A0A422XPI0, UniRef:UniRef50_A0A073A1A9, UniRef:UniRef90_A0A483VZG4
contig_1	cds	82000	82485	-	EPPIJA_00385	benB	benzoate 1,2-dioxygenase small subunit	COG:COG5517, COG:Q, RefSeq:WP_023280145.1, SO:0001217, UniParc:UPI0003BF882D, UniRef:UniRef100_A0A4S8D6G1, UniRef:UniRef50_Q51602, UniRef:UniRef90_A0A098CEI1
contig_1	cds	82485	83867	-	EPPIJA_00390	benA	benzoate 1,2-dioxygenase large subunit	COG:COG4638, COG:PR, EC:1.14.12.-, EC:1.14.12.10, KEGG:K05549, RefSeq:WP_004175987.1, SO:0001217, UniParc:UPI000282F347, UniRef:UniRef100_A0A098CCZ2, UniRef:UniRef50_Q51601, UniRef:UniRef90_A0A3S4HVL3
contig_1	cds	83977	84903	-	EPPIJA_00395	catA	catechol 1,2-dioxygenase	COG:COG3485, COG:Q, RefSeq:WP_004175986.1, SO:0001217, UniParc:UPI00015769A3, UniRef:UniRef100_W9B973, UniRef:UniRef50_P07773, UniRef:UniRef90_W9B973
contig_1	cds	84970	85260	-	EPPIJA_00400	catC	muconolactone Delta-isomerase	COG:COG4829, COG:Q, EC:5.3.3.4, KEGG:K03464, RefSeq:WP_002906471.1, SO:0001217, UniParc:UPI00015769A4, UniRef:UniRef100_A0A7U7F4I3, UniRef:UniRef50_I4KIY7, UniRef:UniRef90_A0A377WLG5
contig_1	cds	85280	86398	-	EPPIJA_00405	rspA	muconate cycloisomerase	COG:COG4948, COG:MR, EC:5.5.1.1, KEGG:K01856, RefSeq:WP_020805535.1, SO:0001217, UniParc:UPI0003421DA1, UniRef:UniRef100_A0A2V1L9U2, UniRef:UniRef50_B5XWZ8, UniRef:UniRef90_B5XWZ8
contig_1	cds	86652	87449	+	EPPIJA_00410	iclR	IclR family transcriptional regulator	COG:COG1414, COG:K, RefSeq:WP_002906473.1, SO:0001217, UniParc:UPI0002687259, UniRef:UniRef100_V0AAM4, UniRef:UniRef50_A0A7H4MKX8, UniRef:UniRef90_A0A7L8QHG6
contig_1	cds	87444	88943	-	EPPIJA_00415	kmrA	efflux MFS transporter KmrA	COG:COG0477, COG:GEPR, RefSeq:WP_004184186.1, SO:0001217, UniParc:UPI000283079C, UniRef:UniRef100_A0A2H2VR63, UniRef:UniRef50_W9BGM8, UniRef:UniRef90_W9BGM8
contig_1	cds	89106	89642	+	EPPIJA_00420	acrR	TetR family transcriptional regulator	COG:COG1309, COG:K, SO:0001217, UniParc:UPI00024105A6, UniRef:UniRef100_A0A7U7F6I8, UniRef:UniRef50_A0A064E5D4, UniRef:UniRef90_A0A8B6IP92
contig_1	cds	89817	91199	+	EPPIJA_00425	narK	nitrate/nitrite transporter	COG:COG2223, COG:P, RefSeq:WP_032433131.1, SO:0001217, UniParc:UPI00044E0F84, UniRef:UniRef100_A0A4S7JRF6, UniRef:UniRef50_P37758, UniRef:UniRef90_B5XWZ4
contig_1	cds	91314	95054	+	EPPIJA_00430	narZ	nitrate reductase subunit alpha	COG:COG5013, COG:CP, RefSeq:WP_032425011.1, SO:0001217, UniParc:UPI000447E4C5, UniRef:UniRef100_A0A4S7JQL2, UniRef:UniRef50_P09152, UniRef:UniRef90_A6T9P0
contig_1	cds	95051	96595	+	EPPIJA_00435	narH	nitrate reductase subunit beta	COG:COG1140, COG:CP, RefSeq:WP_032433132.1, SO:0001217, UniParc:UPI00044EF407, UniRef:UniRef100_A0A4S8CBL9, UniRef:UniRef50_Q83RN5, UniRef:UniRef90_A0A2N4VRE8
