#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	17619	18443	+	GKPOKD_00090	dinD	DNA damage-inducible protein D	KEGG:K14623, RefSeq:WP_004151522.1, SO:0001217, UniParc:UPI000241DE1F, UniRef:UniRef100_A0A2U0LNQ2, UniRef:UniRef50_D5HIV2, UniRef:UniRef90_A0A8F6PH85
contig_1	cds	18545	20206	+	GKPOKD_00095	ybjL	putative transporter	COG:COG2985, COG:R, GO:0005886, GO:0006813, GO:0008324, GO:0016021, KEGG:K07085, RefSeq:WP_004151521.1, SO:0001217, UniParc:UPI000241DE1E, UniRef:UniRef100_A0A378AS72, UniRef:UniRef50_Q0TB22, UniRef:UniRef90_A6TFY7
contig_1	cds	20198	20920	-	GKPOKD_00100	mngR	GntR family transcriptional regulator	COG:COG2188, COG:K, RefSeq:WP_004151520.1, SO:0001217, UniParc:UPI0001576B86, UniRef:UniRef100_A0A483LIM1, UniRef:UniRef50_P31453, UniRef:UniRef90_A0A2J5A0M6
contig_1	cds	21219	22841	+	GKPOKD_00105	aglA	PTS system alpha-glucoside-specific EIICB component	COG:COG1264, COG:G, EC:2.7.1.-, EC:2.7.1.208, GO:0005886, GO:0008982, GO:0009401, GO:0016021, GO:0016301, GO:0016310, KEGG:K02750, RefSeq:WP_002923307.1, SO:0001217, UniParc:UPI0000132895, UniRef:UniRef100_Q9AGA7, UniRef:UniRef50_P31452, UniRef:UniRef90_Q9AGA7
contig_1	cds	22838	24160	+	GKPOKD_00110	aglB	6-phospho-alpha-glucosidase	COG:COG1486, COG:G, EC:3.2.1.122, GO:0005985, GO:0016616, GO:0046872, GO:0050081, RefSeq:WP_002923306.1, SO:0001217, UniParc:UPI00001256D6, UniRef:UniRef100_Q9AGA6, UniRef:UniRef50_P54716, UniRef:UniRef90_Q9AGA6
contig_1	cds	24262	24609	+	GKPOKD_00115	yidH	DUF202 domain-containing protein	COG:COG2149, COG:S, RefSeq:WP_002923305.1, SO:0001217, UniParc:UPI0001576B83, UniRef:UniRef100_W9BAZ3, UniRef:UniRef50_P0ADM2, UniRef:UniRef90_A0A1C1EMK0
contig_1	cds	24599	24961	+	GKPOKD_00120		DUF202 domain-containing protein	RefSeq:WP_002923304.1, SO:0001217, UniParc:UPI0001576B82, UniRef:UniRef100_A0A7U7FAB9, UniRef:UniRef50_Q329D7, UniRef:UniRef90_A0A2S0VFC3
contig_1	cds	24958	25458	+	GKPOKD_00125	aslB	regulator	COG:COG0641, COG:O, RefSeq:WP_004145066.1, SO:0001217, UniParc:UPI0001B73FE5, UniRef:UniRef100_A0A7U7F8V2, UniRef:UniRef50_W9B1W2, UniRef:UniRef90_W9B1W2
contig_1	cds	25462	26790	-	GKPOKD_00130	dsdA	D-serine ammonia-lyase	COG:COG3048, COG:E, EC:4.3.1.18, KEGG:K01753, RefSeq:WP_002923300.1, SO:0001217, UniParc:UPI000205B68C, UniRef:UniRef100_A0A0E1C6W6, UniRef:UniRef50_Q8FFF4, UniRef:UniRef90_A6TFY0
contig_1	cds	26807	28144	-	GKPOKD_00135	dsdX	D-serine transporter DsdX	COG:COG2610, COG:G, KEGG:K13629, RefSeq:WP_002923299.1, SO:0001217, UniParc:UPI000241DE1D, UniRef:UniRef100_A0A0E1C669, UniRef:UniRef50_A0A0H2VAP9, UniRef:UniRef90_A0A0G3S1K1
contig_1	cds	28370	29293	+	GKPOKD_00140	dsdC	DNA-binding transcriptional regulator DsdC	KEGG:K13636, RefSeq:WP_002923298.1, SO:0001217, UniParc:UPI000241DE1C, UniRef:UniRef100_A0A2U0M8A5, UniRef:UniRef50_P46068, UniRef:UniRef90_A0A2U0M8A5
contig_1	cds	29453	30637	-	GKPOKD_00145	emrD	multidrug efflux MFS transporter EmrD	COG:COG2814, COG:G, KEGG:K08154, NCBIProtein:ACN65732.1, RefSeq:WP_002923297.1, SO:0001217, UniParc:UPI000241DE1B, UniRef:UniRef100_A0A0E1CAJ2, UniRef:UniRef50_P31442, UniRef:UniRef90_A0A377XHN9
contig_1	cds	30813	31646	-	GKPOKD_00150	rhaT	EamA family transporter	COG:COG0697, COG:GER, RefSeq:WP_002923296.1, SO:0001217, UniParc:UPI0001576B7C, UniRef:UniRef100_A0A8D6EDP7, UniRef:UniRef50_A0A0Q8UG84, UniRef:UniRef90_R4Y990
contig_1	cds	31714	32160	-	GKPOKD_00155	argA	GNAT family N-acetyltransferase	COG:COG1246, COG:E, RefSeq:WP_002923294.1, SO:0001217, UniParc:UPI0001B77AE1, UniRef:UniRef100_A0A7U7F9G3, UniRef:UniRef50_A0A0Q6RQB8, UniRef:UniRef90_A0A0E1C6X1
contig_1	cds	32251	32340	-	GKPOKD_00160	tisB	type I toxin-antitoxin system toxin TisB	KEGG:K19148, RefSeq:WP_002923292.1, SO:0001217, UniParc:UPI0002410287, UniRef:UniRef100_W9BMQ3, UniRef:UniRef50_W9BMQ3, UniRef:UniRef90_W9BMQ3
contig_1	ncRNA	32742	32872	+	GKPOKD_00165	istR	istR Hfq binding RNA	RFAM:RF01400, SO:0000655
contig_1	cds	33003	33098	+	GKPOKD_00170		ilvB operon leader peptide IvbL	RefSeq:WP_002923286.1, SO:0001217, UniParc:UPI0001576B7A, UniRef:UniRef100_A0A7U7IKV4, UniRef:UniRef50_A0A169J2G6, UniRef:UniRef90_A0A169J2G6
contig_1	cds	33203	34891	+	GKPOKD_00175	ilvB	acetolactate synthase large subunit	COG:COG0028, COG:EH, EC:2.2.1.6, KEGG:K01652, RefSeq:WP_004198592.1, SO:0001217, UniParc:UPI0002BE69DC, UniRef:UniRef100_A0A2U0LNQ5, UniRef:UniRef50_P08142, UniRef:UniRef90_A0A4U9D5U1
contig_1	cds	34895	35182	+	GKPOKD_00180	ilvN	acetolactate synthase small subunit	COG:COG0440, COG:E, EC:2.2.1.6, KEGG:K01653, RefSeq:WP_002923283.1, SO:0001217, UniParc:UPI0001576B78, UniRef:UniRef100_A0A7U7IJ07, UniRef:UniRef50_A0A2Z6DY99, UniRef:UniRef90_A0A3E1ZT57
contig_1	cds	35333	35926	+	GKPOKD_00185	uhpA	transcriptional regulator UhpA	COG:COG2197, COG:TK, RefSeq:WP_002923282.1, SO:0001217, UniParc:UPI0001576B77, UniRef:UniRef100_A0A7U7IJ96, UniRef:UniRef50_P27667, UniRef:UniRef90_A0A0G3RB80
contig_1	cds	35923	37425	+	GKPOKD_00190	uhpB	signal transduction histidine-protein kinase/phosphatase UhpB	COG:COG3851, COG:T, RefSeq:WP_002923281.1, SO:0001217, UniParc:UPI0001A58B5D, UniRef:UniRef100_W9B139, UniRef:UniRef50_P09835, UniRef:UniRef90_W9B139
contig_1	cds	37437	38765	+	GKPOKD_00195	uhpC	MFS transporter family glucose-6-phosphate receptor UhpC	COG:COG2271, COG:G, KEGG:K07783, RefSeq:WP_004145056.1, SO:0001217, UniParc:UPI0001576B75, UniRef:UniRef100_A0A0E1CAK0, UniRef:UniRef50_P09836, UniRef:UniRef90_A0A0E1CAK0
contig_1	cds	38911	40302	+	GKPOKD_00200	uhpT	hexose-6-phosphate:phosphate antiporter	COG:COG2271, COG:G, GO:0005886, GO:0006817, GO:0008643, GO:0016021, GO:0022857, RefSeq:WP_002923280.1, SO:0001217, UniParc:UPI0001A58B5B, UniRef:UniRef100_A0A7U7IKK3, UniRef:UniRef50_P27670, UniRef:UniRef90_P27670
contig_1	cds	40439	40891	+	GKPOKD_00205		DUF1198 domain-containing protein	RefSeq:WP_002923278.1, SO:0001217, UniParc:UPI000241DE17, UniRef:UniRef100_A0A0E1C6Y0, UniRef:UniRef50_P0ADL5, UniRef:UniRef90_W9BA74
contig_1	cds	41021	41344	-	GKPOKD_00210	yiaG	transcriptional regulator	COG:COG2944, COG:K, RefSeq:WP_002923240.1, SO:0001217, UniParc:UPI00026F09FE, UniRef:UniRef100_A0A1V7HVX5, UniRef:UniRef50_C5BBX7, UniRef:UniRef90_A0A0H3H0D8
contig_1	cds	41328	41687	-	GKPOKD_00215		type II toxin-antitoxin system RelE/ParE family toxin	COG:COG4737, COG:S, RefSeq:WP_004151518.1, SO:0001217, UniParc:UPI00021862CE, UniRef:UniRef100_A0A0E1CB34, UniRef:UniRef50_B5XT84, UniRef:UniRef90_B5XT84
contig_1	cds	41898	43091	+	GKPOKD_00220	nepI	purine ribonucleoside efflux pump NepI	COG:COG2814, COG:G, KEGG:K03445, RefSeq:WP_002923205.1, SO:0001217, UniParc:UPI0001576ACA, UniRef:UniRef100_A0A0E1CAK4, UniRef:UniRef50_Q8XC49, UniRef:UniRef90_A0A0S3FCE2
contig_1	cds	43088	43897	-	GKPOKD_00225	phnX	phosphonoacetaldehyde hydrolase	COG:COG0637, COG:G, EC:3.11.1.1, GO:0000287, GO:0019700, GO:0050194, KEGG:K05306, RefSeq:WP_002923203.1, SO:0001217, UniParc:UPI000241DE15, UniRef:UniRef100_A0A1L5CI76, UniRef:UniRef50_Q7ZAP3, UniRef:UniRef90_A6TFW3
contig_1	cds	43907	45010	-	GKPOKD_00230	phnW	2-aminoethylphosphonate--pyruvate transaminase	COG:COG0075, COG:EF, EC:2.6.1.37, GO:0019700, GO:0047304, RefSeq:WP_002923201.1, SO:0001217, UniParc:UPI000241DE14, UniRef:UniRef100_A0A0E1C6Y3, UniRef:UniRef50_P96060, UniRef:UniRef90_A6TFW2
contig_1	cds	45152	45871	+	GKPOKD_00235	phnR	phosphonate utilization transcriptional regulator PhnR	COG:COG2188, COG:K, RefSeq:WP_002923196.1, SO:0001217, UniParc:UPI000241DE13, UniRef:UniRef100_A0A210UKW6, UniRef:UniRef50_A0A0J2K9Y3, UniRef:UniRef90_A0A0J2K9Y3
contig_1	cds	46050	47063	+	GKPOKD_00240	phnS	2-aminoethylphosphonate ABC transporter substrate-binding protein	COG:COG1840, COG:P, RefSeq:WP_002923195.1, SO:0001217, UniParc:UPI000241DE12, UniRef:UniRef100_A0A210UL81, UniRef:UniRef50_A0A0A0DAA8, UniRef:UniRef90_A6TFW0
contig_1	cds	47069	48181	+	GKPOKD_00245	phnT	2-aminoethylphosphonate ABC transport system ATP-binding subunit PhnT	COG:COG3842, COG:E, RefSeq:WP_002923193.1, SO:0001217, UniParc:UPI000241DE11, UniRef:UniRef100_A0A1J7CY23, UniRef:UniRef50_P96063, UniRef:UniRef90_W9BMQ6
contig_1	cds	48181	49041	+	GKPOKD_00250	phnU	2-aminoethylphosphonate ABC transporter permease subunit	COG:COG0555, COG:P, RefSeq:WP_002923191.1, SO:0001217, UniParc:UPI0001A58B10, UniRef:UniRef100_A0A8D6G1J8, UniRef:UniRef50_A6TFV8, UniRef:UniRef90_A6TFV8
contig_1	cds	49044	49421	+	GKPOKD_00255	phnV	2-aminoethylphosphonate ABC transport system, membrane component PhnV	COG:COG1177, COG:E, RefSeq:WP_002923190.1, SO:0001217, UniParc:UPI000241DE10, UniRef:UniRef100_A0A0J2JU90, UniRef:UniRef50_A0A0J2H6C5, UniRef:UniRef90_A0A0J2H6C5
contig_1	cds	49434	49841	+	GKPOKD_00260	phnV	2-aminoethylphosphonate ABC transport system, membrane component PhnV	COG:COG1177, COG:E, RefSeq:WP_002923189.1, SO:0001217, UniParc:UPI000241DE0F, UniRef:UniRef100_A0A0J2FSW4, UniRef:UniRef50_A0A0J2H6C5, UniRef:UniRef90_A0A0J2H6C5
contig_1	cds	50221	51600	-	GKPOKD_00265	lamB	lactam utilization protein LamB	COG:COG4580, COG:G, RefSeq:WP_004151517.1, SO:0001217, UniParc:UPI000241DE0E, UniRef:UniRef100_A0A0J2GMK9, UniRef:UniRef50_A0A2X3CDR2, UniRef:UniRef90_A0A2X3CDR2
contig_1	cds	51745	52047	-	GKPOKD_00270	celC	PTS lactose/cellobiose transporter subunit IIA	COG:COG1447, COG:G, RefSeq:WP_002923158.1, SO:0001217, UniParc:UPI0001576AC1, UniRef:UniRef100_A0A264BXU4, UniRef:UniRef50_A0A484WWF0, UniRef:UniRef90_A0A0B7G4X9
contig_1	cds	52145	53467	-	GKPOKD_00275	celB	PTS cellobiose transporter subunit IIC	COG:COG1455, COG:G, KEGG:K02761, RefSeq:WP_002923156.1, SO:0001217, UniParc:UPI0001576AC0, UniRef:UniRef100_A0A7U7FAI8, UniRef:UniRef50_G8LDA0, UniRef:UniRef90_A0A181Y5E2
contig_1	cds	53479	53793	-	GKPOKD_00280	celA	PTS sugar transporter subunit IIB	COG:COG1440, COG:G, RefSeq:WP_002923155.1, SO:0001217, UniParc:UPI000241DD6C, UniRef:UniRef100_A0A210UL64, UniRef:UniRef50_A0A443VQZ3, UniRef:UniRef90_A0A210UL64
contig_1	cds	54084	55028	+	GKPOKD_00285	purR	LacI family transcriptional regulator	COG:COG1609, COG:K, SO:0001217, UniParc:UPI0001B77AD2, UniRef:UniRef100_J2E1W6, UniRef:UniRef50_A0A076PFQ6, UniRef:UniRef90_A0A076PFQ6
contig_1	cds	55240	56610	+	GKPOKD_00290	araJ	aromatic acid/H+ symport family MFS transporter	COG:COG2814, COG:G, KEGG:K08195, RefSeq:WP_002923153.1, SO:0001217, UniParc:UPI0001576ABD, UniRef:UniRef100_A0A0W8AEK8, UniRef:UniRef50_E8ZB61, UniRef:UniRef90_A0A0W8AEK8
contig_1	cds	56624	57886	+	GKPOKD_00295	ligB	gallate dioxygenase	COG:COG3384, COG:Q, EC:1.13.11.57, KEGG:K04099, RefSeq:WP_002923152.1, SO:0001217, UniParc:UPI0001576ABC, UniRef:UniRef100_A0A0E1C6I8, UniRef:UniRef50_Q88JX5, UniRef:UniRef90_A0A483G3F8
contig_1	cds	57883	59109	-	GKPOKD_00300	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_002923147.1, SO:0001217, UniParc:UPI0001A58B0A, UniRef:UniRef100_A0A7U7F8U9, UniRef:UniRef50_Q88JX7, UniRef:UniRef90_A0A2X3EZJ7
contig_1	cds	59237	59977	+	GKPOKD_00305	galB	4-oxalmesaconate hydratase	COG:COG2120, COG:G, EC:4.2.1.83, RefSeq:WP_002923146.1, SO:0001217, UniParc:UPI0002186267, UniRef:UniRef100_A0A7U7F8Y7, UniRef:UniRef50_A0A1X7A7P6, UniRef:UniRef90_A0A181W559
contig_1	cds	59974	60687	+	GKPOKD_00310	ligK	4-carboxy-4-hydroxy-2-oxoadipate aldolase/oxaloacetate decarboxylase	EC:4.2.1.83, KEGG:K16515, RefSeq:WP_002923144.1, SO:0001217, UniParc:UPI000241DD6B, UniRef:UniRef100_A0A377YSN6, UniRef:UniRef50_A0A377TH14, UniRef:UniRef90_A0A377YSN6
contig_1	cds	60688	61773	+	GKPOKD_00315	prpF	4-oxalomesaconate tautomerase	COG:C, COG:COG2828, EC:5.3.2.8, KEGG:K16514, RefSeq:WP_002923142.1, SO:0001217, UniParc:UPI00026F09FF, UniRef:UniRef100_A0A1V7H9Q9, UniRef:UniRef50_Q88JY0, UniRef:UniRef90_A0A483GJR5
contig_1	cds	61776	62639	+	GKPOKD_00320	mmsB	6-phosphogluconate dehydrogenase	COG:COG2084, COG:I, RefSeq:WP_004199125.1, SO:0001217, UniParc:UPI000241DD69, UniRef:UniRef100_A0A0E1C6J5, UniRef:UniRef50_D4I3H9, UniRef:UniRef90_A0A0E1C6J5
contig_1	cds	62643	62933	-	GKPOKD_00325		Putative secreted protein	RefSeq:WP_002923120.1, SO:0001217, UniParc:UPI0001BDC434, UniRef:UniRef100_A0A0E1C702, UniRef:UniRef50_A0A2X3FNK4, UniRef:UniRef90_A0A2N4VIR4
contig_1	cds	63040	63942	-	GKPOKD_00330	rhaT	EamA family transporter	COG:COG0697, COG:GER, RefSeq:WP_002923118.1, SO:0001217, UniParc:UPI0001576A1A, UniRef:UniRef100_A0A6B5MKM9, UniRef:UniRef50_P31437, UniRef:UniRef90_A0A181Y5F0
contig_1	cds	64094	65527	-	GKPOKD_00335	murP	PTS N-acetylmuramic acid transporter subunit IIBC	COG:COG1264, COG:G, RefSeq:WP_002923111.1, SO:0001217, UniParc:UPI0001576A19, UniRef:UniRef100_A0A7U7IJP0, UniRef:UniRef50_P77272, UniRef:UniRef90_A0A7Z8Z502
contig_1	cds	65552	66454	-	GKPOKD_00340	murQ	N-acetylmuramic acid 6-phosphate etherase	COG:COG2103, COG:M, EC:4.2.1.126, GO:0005975, GO:0009254, GO:0016835, GO:0046348, GO:0097173, GO:0097175, GO:0097367, RefSeq:WP_002923109.1, SO:0001217, UniParc:UPI0001576A18, UniRef:UniRef100_A0A7U7IIZ7, UniRef:UniRef50_A7MGZ1, UniRef:UniRef90_Q8GC81
contig_1	cds	66617	67780	-	GKPOKD_00345	araJ	Bcr/CflA family drug resistance efflux transporter	COG:COG2814, COG:G, RefSeq:WP_002923107.1, SO:0001217, UniParc:UPI0001A58B05, UniRef:UniRef100_A0A7U7IJ86, UniRef:UniRef50_A0A378E8K2, UniRef:UniRef90_A0A378E8K2
contig_1	cds	67826	69190	-	GKPOKD_00350	eefC	multidrug efflux RND transporter outer membrane subunit EefC	COG:COG1538, COG:M, RefSeq:WP_004151515.1, SO:0001217, UniParc:UPI000241DD68, UniRef:UniRef100_A0A2V3K377, UniRef:UniRef50_A0A2V3K377, UniRef:UniRef90_A0A2V3K377
contig_1	cds	69194	72301	-	GKPOKD_00355	eefB	multidrug efflux RND transporter permease subunit EefB	COG:COG0841, COG:V, RefSeq:WP_004151514.1, SO:0001217, UniParc:UPI0001814046, UniRef:UniRef100_A0A2V3KH39, UniRef:UniRef50_A0A377YVG6, UniRef:UniRef90_A0A377YVG6
contig_1	cds	72301	73425	-	GKPOKD_00360	eefA	multidrug efflux RND transporter periplasmic adaptor subunit EefA	COG:COG0845, COG:MV, RefSeq:WP_002923067.1, SO:0001217, UniParc:UPI00015CF6C9, UniRef:UniRef100_A8CY69, UniRef:UniRef50_A0A181VZI8, UniRef:UniRef90_A0A181VZI8
contig_1	cds	73805	74221	+	GKPOKD_00365	rimI	N-acetyltransferase	COG:COG0456, COG:J, RefSeq:WP_002923062.1, SO:0001217, UniParc:UPI0001A58B01, UniRef:UniRef100_A0A081LV19, UniRef:UniRef50_A0A064D557, UniRef:UniRef90_B5XTA8
contig_1	cds	74851	75498	-	GKPOKD_00370	acrR	TetR family transcriptional regulator	COG:COG1309, COG:K, RefSeq:WP_002923038.1, SO:0001217, UniParc:UPI0001A58B00, UniRef:UniRef100_A0A086IG06, UniRef:UniRef50_V3R1D4, UniRef:UniRef90_A0A0C7KET8
contig_1	cds	75579	77072	+	GKPOKD_00375	araJ	EmrB/QacA family drug resistance transporter	COG:COG2814, COG:G, RefSeq:WP_004151512.1, SO:0001217, UniParc:UPI000241DD63, UniRef:UniRef100_A0A086IFC8, UniRef:UniRef50_V3PTX1, UniRef:UniRef90_A0A0S4G7Y1
contig_1	cds	77069	77983	-	GKPOKD_00380	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, RefSeq:WP_002923020.1, SO:0001217, UniParc:UPI0001A58AFF, UniRef:UniRef100_A0A0E1C6L0, UniRef:UniRef50_A0A2X3CEK7, UniRef:UniRef90_A0A0E1C6L0
contig_1	cds	78079	78705	+	GKPOKD_00385		phosphatase	COG:COG3576, COG:R, RefSeq:WP_002923018.1, SO:0001217, UniParc:UPI0001A58AFE, UniRef:UniRef100_A0A7U7F8X0, UniRef:UniRef50_A0A084ZQV5, UniRef:UniRef90_A0A378FTC7
contig_1	cds	78708	79178	+	GKPOKD_00390		DUF1348 domain-containing protein	COG:COG3558, COG:S, RefSeq:WP_002923016.1, SO:0001217, UniParc:UPI0001A58AFD, UniRef:UniRef100_A0A086IG02, UniRef:UniRef50_A0A0N1BBD2, UniRef:UniRef90_A0A086IG02
contig_1	cds	79199	79735	-	GKPOKD_00395	yciW	alkylhydroperoxidase	COG:COG2128, COG:P, RefSeq:WP_004151510.1, SO:0001217, UniParc:UPI0001A58AFC, UniRef:UniRef100_A0A085DEI5, UniRef:UniRef50_A0A0U3ALI3, UniRef:UniRef90_A0A663BG49
contig_1	cds	79852	80757	+	GKPOKD_00400	araC	AraC family transcriptional regulator	COG:COG2207, COG:K, KEGG:K18991, RefSeq:WP_004151509.1, SO:0001217, UniParc:UPI000241DD61, UniRef:UniRef100_A0A0E1CAP6, UniRef:UniRef50_C9Y4B2, UniRef:UniRef90_R4Y3T8
contig_1	cds	80886	81695	+	GKPOKD_00405	nlpA	lipoprotein NlpA	COG:COG1464, COG:P, KEGG:K02073, RefSeq:WP_002922973.1, SO:0001217, UniParc:UPI000241DD60, UniRef:UniRef100_A0A0E1C6L6, UniRef:UniRef50_P28635, UniRef:UniRef90_A0A0E1C6L6
contig_1	cds	81720	82574	+	GKPOKD_00410	rhaT	EamA family transporter	COG:COG0697, COG:GER, RefSeq:WP_002922972.1, SO:0001217, UniParc:UPI0001576A0A, UniRef:UniRef100_A0A087FMH6, UniRef:UniRef50_H5V2Y4, UniRef:UniRef90_A0A087FMH6
contig_1	cds	82564	83124	-	GKPOKD_00415	yjhB	NUDIX hydrolase	COG:COG1051, COG:F, RefSeq:WP_002922970.1, SO:0001217, UniParc:UPI000157695F, UniRef:UniRef100_A0A181VTX6, UniRef:UniRef50_A0A181VTX6, UniRef:UniRef90_A0A181VTX6
contig_1	cds	83290	84069	+	GKPOKD_00420	ulaG	Putative enzyme	COG:COG2220, COG:G, RefSeq:WP_002922968.1, SO:0001217, UniParc:UPI000241DD5F, UniRef:UniRef100_A0A1L5DGB4, UniRef:UniRef50_A0A653LA57, UniRef:UniRef90_A0A0H3FNG0
