#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	14998	16266	+	IGCMGB_00055	argE	Zn-dependent hydrolase	COG:COG0624, COG:E, RefSeq:WP_012068407.1, SO:0001217, UniParc:UPI0001575F19, UniRef:UniRef100_A0A4S4U5B5, UniRef:UniRef50_A0A085J983, UniRef:UniRef90_A0A377XY21
contig_1	cds	16370	17293	-	IGCMGB_00060	rhaT	EamA family transporter	COG:COG0697, COG:GER, SO:0001217, UniRef:UniRef50_S6FHB7, UniRef:UniRef90_W9B543
contig_1	cds	17403	18737	+	IGCMGB_00065	aRO8	PLP-dependent aminotransferase family protein	COG:COG1167, COG:KE, RefSeq:WP_012068408.1, SO:0001217, UniParc:UPI0001575F1A, UniRef:UniRef100_A0A1L5W1V7, UniRef:UniRef50_A0A5E7KJ34, UniRef:UniRef90_A0A1L5W1V7
contig_1	cds	18734	20197	-	IGCMGB_00070	aRO8	GntR family transcriptional regulator	COG:COG1167, COG:KE, RefSeq:WP_023300819.1, SO:0001217, UniParc:UPI00031871D3, UniRef:UniRef100_A0A4S7LU83, UniRef:UniRef50_R4YCQ7, UniRef:UniRef90_R4YCQ7
contig_1	cds	20439	21290	+	IGCMGB_00075	hisJ	amino acid ABC transporter substrate-binding protein	COG:COG0834, COG:ET, RefSeq:WP_032432757.1, SO:0001217, UniParc:UPI00044A4C5F, UniRef:UniRef100_A0A4S4YDG8, UniRef:UniRef50_A0A164FEQ0, UniRef:UniRef90_A0A164FEQ0
contig_1	cds	21338	21979	+	IGCMGB_00080	hisM	ABC transporter permease	COG:COG0765, COG:E, RefSeq:WP_002893187.1, SO:0001217, UniParc:UPI0001575F1D, UniRef:UniRef100_W9B5V7, UniRef:UniRef50_W9B5V7, UniRef:UniRef90_W9B5V7
contig_1	cds	21994	22659	+	IGCMGB_00085	hisM	ABC transporter permease	COG:COG0765, COG:E, RefSeq:WP_002893189.1, SO:0001217, UniParc:UPI0001575F1E, UniRef:UniRef100_A0A7U7F220, UniRef:UniRef50_A0A171APD2, UniRef:UniRef90_A0A3S4KM67
contig_1	cds	22652	23413	+	IGCMGB_00090	glnQ	glutamate ABC transporter ATP-binding protein	COG:COG1126, COG:E, RefSeq:WP_004151676.1, SO:0001217, UniParc:UPI0001575F1F, UniRef:UniRef100_A0A7U7F213, UniRef:UniRef50_A0A168CAQ0, UniRef:UniRef90_A0A168CAQ0
contig_1	cds	23467	24231	-	IGCMGB_00095	isfD	Sulfoacetaldehyde reductase	COG:C, COG:COG4221, EC:1.1.1.313, GO:0016491, RefSeq:WP_004176941.1, SO:0001217, UniParc:UPI0001575F20, UniRef:UniRef100_A0A7U9GZ03, UniRef:UniRef50_D3U1D9, UniRef:UniRef90_D3U1D9
contig_1	cds	24412	25749	+	IGCMGB_00100	argD	aspartate aminotransferase family protein	COG:COG0160, COG:E, RefSeq:WP_004214933.1, SO:0001217, UniParc:UPI0001575F21, UniRef:UniRef100_A0A7Z7XTP7, UniRef:UniRef50_A0A1Q9QY55, UniRef:UniRef90_D3UB67
contig_1	cds	25996	26700	-	IGCMGB_00105	dppF	ABC transporter ATP-binding protein	COG:COG1124, COG:EP, RefSeq:WP_004176939.1, SO:0001217, UniParc:UPI00021862EA, UniRef:UniRef100_A0A7U7F218, UniRef:UniRef50_A0A083ZKD9, UniRef:UniRef90_A0A336HE21
contig_1	cds	26687	27523	-	IGCMGB_00110	dppD	peptide ABC transporter ATP-binding protein	COG:COG0444, COG:EP, RefSeq:WP_032432760.1, SO:0001217, UniParc:UPI00044EF9B4, UniRef:UniRef100_A0A4S8DE16, UniRef:UniRef50_A0A061YL37, UniRef:UniRef90_A0A378BVH8
contig_1	cds	27516	28349	-	IGCMGB_00115	dppC	peptide ABC transporter permease	COG:COG1173, COG:EP, RefSeq:WP_004142505.1, SO:0001217, UniParc:UPI0001575F24, UniRef:UniRef100_A0A7U7IG19, UniRef:UniRef50_A0A498RWC3, UniRef:UniRef90_A0A086IJD4
contig_1	cds	28349	29371	-	IGCMGB_00120	dppB	peptide ABC transporter permease	COG:COG0601, COG:EP, RefSeq:WP_004176937.1, SO:0001217, UniParc:UPI0001575F25, UniRef:UniRef100_A0A169Q4F2, UniRef:UniRef50_A0A169Q4F2, UniRef:UniRef90_A0A169Q4F2
contig_1	cds	29491	31059	-	IGCMGB_00125	ddpA	ABC transporter substrate-binding protein	COG:COG0747, COG:E, RefSeq:WP_004142499.1, SO:0001217, UniParc:UPI0001575F26, UniRef:UniRef100_R4YIB3, UniRef:UniRef50_V5Z5R4, UniRef:UniRef90_A0A485YLH9
contig_1	cds	31265	31960	+	IGCMGB_00130	rimL	GNAT family N-acetyltransferase	COG:COG1670, COG:JO, RefSeq:WP_004223536.1, SO:0001217, UniParc:UPI00021862ED, UniRef:UniRef100_A0A7U7F321, UniRef:UniRef50_C5BAQ4, UniRef:UniRef90_R4YH80
contig_1	cds	32081	33745	-	IGCMGB_00135	betA	choline dehydrogenase	COG:COG2303, COG:IR, EC:1.1.99.1, GO:0008802, GO:0008812, GO:0019285, GO:0050660, RefSeq:WP_004142489.1, SO:0001217, UniParc:UPI0001575F7E, UniRef:UniRef100_A6T613, UniRef:UniRef50_Q8FKI9, UniRef:UniRef90_A6T613
contig_1	cds	33759	35231	-	IGCMGB_00140	betB	betaine-aldehyde dehydrogenase	COG:COG1012, COG:I, EC:1.2.1.8, GO:0008802, GO:0019285, GO:0046872, RefSeq:WP_004147503.1, SO:0001217, UniParc:UPI00026EAC08, UniRef:UniRef100_A0A170UXK6, UniRef:UniRef50_Q8FKI8, UniRef:UniRef90_B5Y007
contig_1	cds	35245	35832	-	IGCMGB_00145	betI	transcriptional regulator BetI	COG:COG1309, COG:K, GO:0003677, GO:0003700, GO:0019285, GO:0045892, RefSeq:WP_004151671.1, SO:0001217, UniParc:UPI00018138A9, UniRef:UniRef100_B5Y006, UniRef:UniRef50_Q0TKV9, UniRef:UniRef90_Q0TKV9
contig_1	cds	35961	37994	+	IGCMGB_00150	betT	choline BCCT transporter BetT	COG:COG1292, COG:M, GO:0005886, GO:0005887, GO:0006974, GO:0015220, GO:0016021, GO:0019285, GO:0022857, RefSeq:WP_004142478.1, SO:0001217, UniParc:UPI0001575F81, UniRef:UniRef100_W1DN58, UniRef:UniRef50_Q6FDF5, UniRef:UniRef90_P0ABD0
contig_1	cds	38040	38486	-	IGCMGB_00155	ivy	Ivy family C-type lysozyme inhibitor	RefSeq:WP_004210923.1, SO:0001217, UniParc:UPI000241010D, UniRef:UniRef100_A0A232H0K7, UniRef:UniRef50_P0AD60, UniRef:UniRef90_A0A2N4W690
contig_1	cds	38711	39967	+	IGCMGB_00160	mscS	Mechanosensitive ion channel	COG:COG0668, COG:M, RefSeq:WP_002893489.1, SO:0001217, UniParc:UPI0001B74054, UniRef:UniRef100_A0A7U7F224, UniRef:UniRef50_D4GIM9, UniRef:UniRef90_A0A0F0UFY7
contig_1	cds	39964	40857	-	IGCMGB_00165	lysR	transcriptional regulator	COG:COG0583, COG:K, KEGG:K03566, RefSeq:WP_025368363.1, SO:0001217, UniParc:UPI0003D965C5, UniRef:UniRef100_A0A4V3YDG9, UniRef:UniRef50_W9BNM3, UniRef:UniRef90_W9BNM3
contig_1	cds	41112	41717	+	IGCMGB_00170	gstA	glutathione S-transferase	COG:COG0625, COG:O, RefSeq:WP_020803773.1, SO:0001217, UniParc:UPI00034209E8, UniRef:UniRef100_A0A2C5UIR0, UniRef:UniRef50_V4RIK7, UniRef:UniRef90_A0A0E1CHN1
contig_1	cds	41776	43275	-	IGCMGB_00175	glpK	carbohydrate kinase	COG:C, COG:COG0554, RefSeq:WP_032411798.1, SO:0001217, UniParc:UPI000445836C, UniRef:UniRef100_A0A4S4YDI8, UniRef:UniRef50_T1NKB6, UniRef:UniRef90_A0A8B6IP78
contig_1	cds	43290	44708	-	IGCMGB_00180	fucI	fucose isomerase	COG:COG2407, COG:G, RefSeq:WP_032411800.1, SO:0001217, UniParc:UPI0004503E46, UniRef:UniRef100_A0A4S7LI44, UniRef:UniRef50_A0A085GEH2, UniRef:UniRef90_A0A1B7JIA3
contig_1	cds	44743	45693	-	IGCMGB_00185	tktA2	transketolase	COG:COG3958, COG:G, RefSeq:WP_004178952.1, SO:0001217, UniParc:UPI0002830C6B, UniRef:UniRef100_A0A4S4V247, UniRef:UniRef50_A6VKQ3, UniRef:UniRef90_A0A8B6IPI7
contig_1	cds	45686	46516	-	IGCMGB_00190	tktA1	transketolase	COG:COG3959, COG:G, RefSeq:WP_004178953.1, SO:0001217, UniParc:UPI0002830C6C, UniRef:UniRef100_A0A422W1T5, UniRef:UniRef50_A6VKQ4, UniRef:UniRef90_A0A486TWB1
contig_1	cds	46829	47779	+	IGCMGB_00195	deoR	DNA-binding transcriptional regulator	COG:COG2390, COG:K, RefSeq:WP_004893547.1, SO:0001217, UniParc:UPI0002BF34EE, UniRef:UniRef100_A0A3S4JZ56, UniRef:UniRef50_A0A0J2I8H2, UniRef:UniRef90_R8WZC8
contig_1	cds	47769	48737	-	IGCMGB_00200	rpnC	transposase	COG:COG5464, COG:L, RefSeq:WP_032432761.1, SO:0001217, UniParc:UPI0004474801, UniRef:UniRef100_A0A4S4YH65, UniRef:UniRef50_P31667, UniRef:UniRef90_A0A2A5MKV0
contig_1	cds	48893	49981	-	IGCMGB_00205	araH	sugar ABC transporter permease	COG:COG1172, COG:G, SO:0001217, UniRef:UniRef50_A0A0U1QYD2, UniRef:UniRef90_A0A848MKH0
contig_1	cds	49983	51509	-	IGCMGB_00210	ccmA	heme ABC exporter ATP-binding protein CcmA	COG:COG1129, COG:G, RefSeq:WP_012068418.1, SO:0001217, UniParc:UPI0001575F8C, UniRef:UniRef100_A0A3S4JZ41, UniRef:UniRef50_A0A085GEH7, UniRef:UniRef90_A0A3S4JZ41
contig_1	cds	51509	52120	-	IGCMGB_00215		DUF2291 domain-containing protein	COG:COG5618, COG:S, SO:0001217, UniParc:UPI0003BEB8AC, UniRef:UniRef100_A0A4S8DE33, UniRef:UniRef50_A0A286BMF2, UniRef:UniRef90_A0A2A5MKS2
contig_1	cds	52128	53069	-	IGCMGB_00220	rbsB	D-ribose ABC transporter substrate-binding protein	COG:COG1879, COG:G, KEGG:K17202, RefSeq:WP_004178959.1, SO:0001217, UniParc:UPI0002830C72, UniRef:UniRef100_A0A1S8Y500, UniRef:UniRef50_B9JK76, UniRef:UniRef90_A0A0J1MCD1
contig_1	cds	53187	53846	-	IGCMGB_00225	entD	enterobactin synthase subunit EntD	COG:COG2977, COG:Q, RefSeq:WP_012068421.1, SO:0001217, UniParc:UPI0001575FEA, UniRef:UniRef100_A0A263K9T7, UniRef:UniRef50_A0A081M4X7, UniRef:UniRef90_A0A485V357
contig_1	cds	53913	56141	-	IGCMGB_00230	fepA	siderophore enterobactin receptor FepA	COG:COG4771, COG:P, RefSeq:WP_012737617.1, SO:0001217, UniParc:UPI0001A583A6, UniRef:UniRef100_A0A3F3B582, UniRef:UniRef50_P05825, UniRef:UniRef90_W9B570
contig_1	cds	56401	57609	+	IGCMGB_00235	fes	enterobactin/ferric enterobactin esterase	COG:COG2382, COG:P, EC:3.1.1.108, KEGG:K07214, RefSeq:WP_023328714.1, SO:0001217, UniParc:UPI0003BF755E, UniRef:UniRef100_A0A4S7KGC8, UniRef:UniRef50_P13039, UniRef:UniRef90_A0A2L1C1S6, VFDB:VFC0272, VFDB:VFG048508
contig_1	cds	57637	57840	+	IGCMGB_00240	mbtH	MbtH family protein	COG:COG3251, COG:Q, RefSeq:WP_004176919.1, SO:0001217, UniParc:UPI0001575FED, UniRef:UniRef100_A0A7U7F3U6, UniRef:UniRef50_A0A090VU59, UniRef:UniRef90_A0A087FH76
contig_1	cds	57851	61732	+	IGCMGB_00245	entF	enterobactin synthase subunit F	COG:COG3319, COG:Q, RefSeq:WP_032432764.1, SO:0001217, UniParc:UPI000452AA5A, UniRef:UniRef100_A0A4S7LP93, UniRef:UniRef50_P11454, UniRef:UniRef90_A0A483VSV8, VFDB:VFC0272, VFDB:VFG048498
contig_1	cds	61797	62591	-	IGCMGB_00250	fepC	iron-enterobactin transporter ATP-binding protein	COG:COG1120, COG:PH, KEGG:K07225, RefSeq:WP_004223579.1, SO:0001217, UniParc:UPI0002186365, UniRef:UniRef100_A0A060GSX6, UniRef:UniRef50_J9JJC8, UniRef:UniRef90_A0A171AD29, VFDB:VFC0272, VFDB:VFG048488
contig_1	cds	62588	63580	-	IGCMGB_00255	fepG	iron-enterobactin transporter permease	COG:COG4779, COG:P, RefSeq:WP_004147521.1, SO:0001217, UniParc:UPI0001575FF0, UniRef:UniRef100_W9B576, UniRef:UniRef50_A0A6M5UI09, UniRef:UniRef90_W9B576, VFDB:VFC0272, VFDB:VFG048478
contig_1	cds	63577	64584	-	IGCMGB_00260	fepD	iron-enterobactin transporter membrane protein	COG:COG0609, COG:P, RefSeq:WP_004176917.1, SO:0001217, UniParc:UPI0001A58376, UniRef:UniRef100_J2DMW2, UniRef:UniRef50_A0A7D5H6H1, UniRef:UniRef90_A6T637, VFDB:VFC0272, VFDB:VFG048468
contig_1	cds	64697	65938	+	IGCMGB_00265	entS	enterobactin exporter EntS	RefSeq:WP_032424698.1, SO:0001217, UniParc:UPI0004A16E0A, UniRef:UniRef100_UPI0004A16E0A, UniRef:UniRef50_Q8ZR35, UniRef:UniRef90_A0A1Y6GMK2, VFDB:VFC0272, VFDB:VFG048459
contig_1	cds	66083	67042	-	IGCMGB_00270	fepB	iron-enterobactin transporter periplasmic binding protein	COG:COG4592, COG:P, RefSeq:WP_004147526.1, SO:0001217, UniParc:UPI0001575FF3, UniRef:UniRef100_A0A7U7IGF4, UniRef:UniRef50_P0AEL7, UniRef:UniRef90_A0A2X3EZC5, VFDB:VFC0272, VFDB:VFG048449
contig_1	cds	67231	68406	+	IGCMGB_00275	entC	isochorismate synthase	COG:COG1169, COG:HQ, RefSeq:WP_032432766.1, SO:0001217, UniParc:UPI00044567BD, UniRef:UniRef100_A0A4S4WDQ9, UniRef:UniRef50_P0AEJ3, UniRef:UniRef90_A0A222UU00, VFDB:VFC0272, VFDB:VFG048439
contig_1	cds	68416	70023	+	IGCMGB_00280	entE	enterobactin synthase subunit E	COG:COG1021, COG:Q, RefSeq:WP_032432768.1, SO:0001217, UniParc:UPI000445360A, UniRef:UniRef100_A0A4S7LEC2, UniRef:UniRef50_A0A4S7LEC2, UniRef:UniRef90_A0A4S7LEC2, VFDB:VFC0272, VFDB:VFG048429
contig_1	cds	70037	70888	+	IGCMGB_00285	entB	enterobactin biosynthesis bifunctional isochorismatase/aryl carrier protein EntB	COG:COG3433, COG:IQ, EC:3.3.2.1, EC:6.3.2.14, RefSeq:WP_021313366.1, SO:0001217, UniParc:UPI0002ED6FC5, UniRef:UniRef100_A0A060VM43, UniRef:UniRef50_P0ADI5, UniRef:UniRef90_A0A0C7KKR9
contig_1	cds	70888	71643	+	IGCMGB_00290	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase EntA	COG:COG1028, COG:I, EC:1.3.1.28, RefSeq:WP_032432770.1, SO:0001217, UniParc:UPI00044A215A, UniRef:UniRef100_A0A4S7KGB5, UniRef:UniRef50_A0A0T9UC78, UniRef:UniRef90_A0A4S7KGB5
contig_1	cds	71644	72057	+	IGCMGB_00295	entH	proofreading thioesterase EntH	COG:COG2050, COG:Q, EC:3.1.2.-, GO:0005737, GO:0009239, GO:0016790, KEGG:K24147, RefSeq:WP_002893892.1, SO:0001217, UniParc:UPI00003DE79A, UniRef:UniRef100_A0A7U7F2U3, UniRef:UniRef50_A6T644, UniRef:UniRef90_A6T644
contig_1	cds	72414	74519	+	IGCMGB_00300	cstA	pyruvate/proton symporter CstA	COG:CE, COG:COG1966, KEGG:K06200, RefSeq:WP_002893896.1, SO:0001217, UniParc:UPI000241DC5C, UniRef:UniRef100_A0A7U7F243, UniRef:UniRef50_P39396, UniRef:UniRef90_A6T645
contig_1	cds	74624	74821	+	IGCMGB_00305	ybdD	Selenoprotein, putative	COG:COG2879, COG:S, RefSeq:WP_002893903.1, SO:0001217, UniParc:UPI0001813D0E, UniRef:UniRef100_A0A7U7F253, UniRef:UniRef50_P0AAT0, UniRef:UniRef90_A0A0L0ALQ3
contig_1	cds	74818	75222	-	IGCMGB_00310	hipB	transcriptional regulator	COG:COG1396, COG:K, RefSeq:WP_004176911.1, SO:0001217, UniParc:UPI000218636E, UniRef:UniRef100_A0A7U9D652, UniRef:UniRef50_C9XXH8, UniRef:UniRef90_A0A8B6ILV6
contig_1	cds	75197	75499	-	IGCMGB_00315	relE	plasmid stabilization protein	COG:COG2026, COG:V, RefSeq:WP_004147534.1, SO:0001217, UniParc:UPI00002A2E5C, UniRef:UniRef100_A0A7U9D5G5, UniRef:UniRef50_A0A318FUP9, UniRef:UniRef90_A6T648
contig_1	cds	75683	76426	-	IGCMGB_00320	fabG	oxidoreductase	COG:COG1028, COG:I, RefSeq:WP_004183359.1, SO:0001217, UniParc:UPI00024105CD, UniRef:UniRef100_A0A7U7IHN3, UniRef:UniRef50_W9BEH3, UniRef:UniRef90_W9BEH3
contig_1	cds	76484	77572	-	IGCMGB_00325	gldA	oxidoreductase	COG:C, COG:COG0371, RefSeq:WP_004176908.1, SO:0001217, UniParc:UPI000282F23A, UniRef:UniRef100_A0A7Z7XTM9, UniRef:UniRef50_A0A486LAG5, UniRef:UniRef90_A0A486LAG5
contig_1	cds	77736	79238	+	IGCMGB_00330	mglA	ABC transporter	COG:COG1129, COG:G, RefSeq:WP_004176907.1, SO:0001217, UniParc:UPI000282F239, UniRef:UniRef100_A0A4S4WGI7, UniRef:UniRef50_A0A085JJ67, UniRef:UniRef90_A0A4S7VWT7
contig_1	cds	79235	80233	+	IGCMGB_00335	araH	sugar ABC transporter permease	COG:COG1172, COG:G, RefSeq:WP_002894035.1, SO:0001217, UniParc:UPI0001A58384, UniRef:UniRef100_A0A0B7GA56, UniRef:UniRef50_A8GGS7, UniRef:UniRef90_A0A0B7GA56
contig_1	cds	80254	81318	+	IGCMGB_00340	rbsB	sugar ABC transporter substrate-binding protein	COG:COG1879, COG:G, RefSeq:WP_002894036.1, SO:0001217, UniParc:UPI0001A58385, UniRef:UniRef100_A0A377UZB8, UniRef:UniRef50_A0A2X3F3B6, UniRef:UniRef90_R4YH73
contig_1	cds	81420	82661	+	IGCMGB_00345		hypothetical protein	COG:COG5276, COG:S, PFAM:PF08309.14, PFAM:PF08309.14, RefSeq:WP_020801569.1, SO:0001217, UniParc:UPI0003421315, UniRef:UniRef100_A0A4S6V432, UniRef:UniRef50_A0A833G4K0, UniRef:UniRef90_A0A0H3CN84
contig_1	cds	82875	84074	-	IGCMGB_00350	mtnK	S-methyl-5-thioribose kinase	COG:COG4857, COG:E, EC:2.7.1.100, GO:0005524, GO:0016310, GO:0019284, GO:0019509, GO:0046522, RefSeq:WP_004151657.1, SO:0001217, UniParc:UPI00000BC2EB, UniRef:UniRef100_A6T655, UniRef:UniRef50_A8ANI4, UniRef:UniRef90_A6T655
contig_1	cds	84176	85204	+	IGCMGB_00355	mtnA	S-methyl-5-thioribose-1-phosphate isomerase	COG:COG0182, COG:E, EC:5.3.1.23, GO:0019284, GO:0019509, GO:0046523, KEGG:K08963, RefSeq:WP_032432779.1, SO:0001217, UniParc:UPI00044A2F5B, UniRef:UniRef100_A0A4S7MH27, UniRef:UniRef50_A8ANI3, UniRef:UniRef90_A6T656
contig_1	cds	85265	86533	-	IGCMGB_00360		histidine-type phosphatase	EC:3.1.3.2, EC:3.1.3.26, KEGG:K01093, RefSeq:WP_004178993.1, SO:0001217, UniParc:UPI00024105D3, UniRef:UniRef100_A0A170KB26, UniRef:UniRef50_A0A080SKX4, UniRef:UniRef90_A0A080SKX4
contig_1	cds	86559	87917	-	IGCMGB_00365		MFS transporter	RefSeq:WP_002894151.1, SO:0001217, UniParc:UPI000157605B, UniRef:UniRef100_J2LUT9, UniRef:UniRef50_J2LUT9, UniRef:UniRef90_J2LUT9
contig_1	cds	88028	88837	-	IGCMGB_00370	suhB	inositol monophosphatase	COG:COG0483, COG:G, RefSeq:WP_021464366.1, SO:0001217, UniParc:UPI0003901A5E, UniRef:UniRef100_A0A4S5Q2T6, UniRef:UniRef50_A0A379CAD5, UniRef:UniRef90_A0A377WGW8
contig_1	cds	88959	89999	-	IGCMGB_00375	purR	LacI family transcriptional regulator	COG:COG1609, COG:K, SO:0001217, UniParc:UPI0002FF09B0, UniRef:UniRef100_A0A7Z7UG96, UniRef:UniRef50_A0A331TPF9, UniRef:UniRef90_A0A331TPF9
contig_1	cds	90055	91293	-	IGCMGB_00380	ssnA	cytosine deaminase	COG:COG0402, COG:FR, RefSeq:WP_020803768.1, SO:0001217, UniParc:UPI0003420FA3, UniRef:UniRef100_A0A2C5ULX8, UniRef:UniRef50_A0A1D7ZZG7, UniRef:UniRef90_A0A2V3KAS4
contig_1	cds	91290	92525	-	IGCMGB_00385	pucR	Fis family transcriptional regulator	COG:COG2508, COG:K, RefSeq:WP_009485211.1, SO:0001217, UniParc:UPI000205C07C, UniRef:UniRef100_A0A263KC80, UniRef:UniRef50_A0A2L0SYP1, UniRef:UniRef90_A0A2N4VQW3
contig_1	cds	92522	93784	-	IGCMGB_00390	codB	cytosine permease	COG:COG1457, COG:F, RefSeq:WP_023283417.1, SO:0001217, UniParc:UPI0003BE1420, UniRef:UniRef100_A0A7Z7XU25, UniRef:UniRef50_A0A4U1M1E6, UniRef:UniRef90_A0A7Z7WRX2
contig_1	cds	94236	94844	+	IGCMGB_00395	mtnB	methylthioribulose 1-phosphate dehydratase	COG:COG0235, COG:EG, EC:4.2.1.109, GO:0005737, GO:0005996, GO:0008270, GO:0019284, GO:0019509, GO:0046570, RefSeq:WP_002894164.1, SO:0001217, UniParc:UPI00015760B4, UniRef:UniRef100_A6T663, UniRef:UniRef50_A8ANI0, UniRef:UniRef90_A6T663
contig_1	cds	94857	96353	+	IGCMGB_00400		carbohydrate kinase	RefSeq:WP_032432784.1, SO:0001217, UniParc:UPI00044B6330, UniRef:UniRef100_A0A4S4TKT9, UniRef:UniRef50_A0A7H4NNK6, UniRef:UniRef90_A0A2V3KCE9
contig_1	cds	96350	97378	+	IGCMGB_00405	serA	dihydrofolate reductase	COG:COG0111, COG:H, RefSeq:WP_004191366.1, SO:0001217, UniParc:UPI00029CD0FE, UniRef:UniRef100_W9BNN3, UniRef:UniRef50_A0A1N6M9V2, UniRef:UniRef90_A0A378DIL2
contig_1	cds	97421	98362	-	IGCMGB_00410	rbsK	kinase	COG:COG0524, COG:G, RefSeq:WP_032432786.1, SO:0001217, UniParc:UPI000452F965, UniRef:UniRef100_A0A4S4TKT7, UniRef:UniRef50_A0A7Z8ZD72, UniRef:UniRef90_A0A2U0LWX6
contig_1	cds	98374	99378	-	IGCMGB_00415	araH	ABC transporter permease	COG:COG1172, COG:G, RefSeq:WP_032432787.1, SO:0001217, UniParc:UPI000451F27A, UniRef:UniRef100_A0A4S4TR23, UniRef:UniRef50_A0A1B1KRL9, UniRef:UniRef90_A0A060VM18
contig_1	cds	99375	100364	-	IGCMGB_00420	araH	Branched-chain amino acid transport system / permease component	COG:COG1172, COG:G, RefSeq:WP_004147555.1, SO:0001217, UniParc:UPI0001A583D9, UniRef:UniRef100_A0A086IKM7, UniRef:UniRef50_A0A1B1KRK3, UniRef:UniRef90_A0A086IKM7
contig_1	cds	100361	101911	-	IGCMGB_00425	mglA	sugar ABC transporter ATP-binding protein	COG:COG1129, COG:G, SO:0001217, UniParc:UPI0004514B45, UniRef:UniRef100_A0A4S4VCL0, UniRef:UniRef50_A0A1P7U0G9, UniRef:UniRef90_A0A0C7EZJ0
contig_1	cds	101908	102888	-	IGCMGB_00430	rbsB	ABC transporter substrate-binding protein	COG:COG1879, COG:G, RefSeq:WP_002894353.1, SO:0001217, UniParc:UPI00015760BB, UniRef:UniRef100_A0A0E1CHH3, UniRef:UniRef50_R4YH65, UniRef:UniRef90_R4YH65
