#Annotated with Bakta v1.6.1, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_2	29006	29116	-	GLPDJI_03430	3.7	6.0		SO:0001217, UniParc:UPI0001575D42, UniRef:UniRef100_A0A447S3R1, UniRef:UniRef50_A0A447S3R1, UniRef:UniRef90_A0A447S3R1
contig_2	52251	52343	+	GLPDJI_03520	3.6	8.4		SO:0001217, UniParc:UPI0001BDD3C4, UniRef:UniRef100_A0A0E1CH20, UniRef:UniRef50_A0A0E1CH20, UniRef:UniRef90_A0A0E1CH20
contig_2	154715	154879	+	GLPDJI_04005	5.8	7.7		RefSeq:WP_002896395.1, SO:0001217, UniParc:UPI0002186873, UniRef:UniRef100_V0AWN8, UniRef:UniRef50_A0A0E1CGL0, UniRef:UniRef90_A0A0E1CGL0
contig_2	228434	228649	-	GLPDJI_04285	8.1	9.6		RefSeq:WP_004141776.1, SO:0001217, UniParc:UPI0001B775A9, UniRef:UniRef100_A0A2X1QRE9, UniRef:UniRef50_A0A2X1QRE9, UniRef:UniRef90_A0A2X1QRE9
contig_2	296102	296224	-	GLPDJI_04590	4.4	10.4		RefSeq:WP_002898600.1, SO:0001217, UniParc:UPI00015762E3, UniRef:UniRef100_A0A0E1CGT0, UniRef:UniRef50_A0A0E1CGT0, UniRef:UniRef90_A0A0E1CGT0
contig_2	296481	296702	+	GLPDJI_04595	7.9	7.8		RefSeq:WP_002898602.1, SO:0001217, UniParc:UPI00015762E4, UniRef:UniRef100_A0A7U7IGD8, UniRef:UniRef50_A0A2N4W2I4, UniRef:UniRef90_A0A2N4W2I4
contig_2	302472	302621	-	GLPDJI_04635	5.0	5.2		SO:0001217, UniRef:UniRef50_V0A9S1, UniRef:UniRef90_A0A2X1QCJ5
contig_2	392807	393151	+	GLPDJI_05085	12.4	9.0		RefSeq:WP_032432889.1, SO:0001217, UniParc:UPI000451283B, UniRef:UniRef100_A0A4S4UZV6, UniRef:UniRef50_B5XMU4, UniRef:UniRef90_A0A4S4UZV6
contig_3	12069	12431	+	GLPDJI_05195	14.0	6.3		RefSeq:WP_002903374.1, SO:0001217, UniParc:UPI0001575FBC, UniRef:UniRef100_A0A7U7F3U9, UniRef:UniRef50_A0A0J4N9Z3, UniRef:UniRef90_B5XRE1
contig_3	26984	27502	-	GLPDJI_05255	19.6	7.8		SO:0001217, UniParc:UPI000205DDA7, UniRef:UniRef100_A0A0C7KD08, UniRef:UniRef50_B5XRF4, UniRef:UniRef90_B5XRF4
contig_3	107809	108003	+	GLPDJI_05625	7.6	6.1		RefSeq:WP_004176404.1, SO:0001217, UniParc:UPI000157636B, UniRef:UniRef100_A0A7U7F3P4, UniRef:UniRef50_A0A087FKZ6, UniRef:UniRef90_A0A087FKZ6
contig_3	127402	127896	-	GLPDJI_05735	18.3	6.3		RefSeq:WP_004179572.1, SO:0001217, UniParc:UPI000282EF73, UniRef:UniRef100_A0A1V7XCR4, UniRef:UniRef50_W9BP40, UniRef:UniRef90_A0A1V7XCR4
contig_3	136427	137566	-	GLPDJI_05765	41.6	5.7		RefSeq:WP_023287565.1, SO:0001217, UniParc:UPI0003BF7C48, UniRef:UniRef100_A0A4S7LRU7, UniRef:UniRef50_L0MDP8, UniRef:UniRef90_A0A0E1CF38
contig_3	137841	140282	-	GLPDJI_05775	89.9	5.9	PF09994.12|DUF2235, PF09994.12|DUF2235	PFAM:PF09994.12, PFAM:PF09994.12, RefSeq:WP_032432956.1, SO:0001217, UniParc:UPI00044648E0, UniRef:UniRef100_A0A4S4TSL7, UniRef:UniRef50_A0A2J9SH40, UniRef:UniRef90_A0A2X3CAR6
contig_3	218535	218681	+	GLPDJI_06140	5.6	8.1		SO:0001217, UniRef:UniRef50_A0A4R3ZIW8, UniRef:UniRef90_UPI00036CEE3C
contig_3	236807	237079	-	GLPDJI_06230	10.1	8.3		RefSeq:WP_023279116.1, SO:0001217, UniParc:UPI000318EDA4, UniRef:UniRef100_A0A7U9D1J3, UniRef:UniRef50_W1HY11, UniRef:UniRef90_W1HY11
contig_4	1082	1300	-	GLPDJI_06470	8.1	9.5	PF13356.9|Arm-DNA-bind_3	PFAM:PF13356.9
contig_5	56284	56559	+	GLPDJI_07940	9.0	6.1		RefSeq:WP_004174494.1, SO:0001217, UniParc:UPI0001A5883A, UniRef:UniRef100_A0A060VEJ6, UniRef:UniRef50_A0A380QQL3, UniRef:UniRef90_A0A060VEJ6
contig_5	147371	147691	-	GLPDJI_08355	11.8	9.3		RefSeq:WP_023286839.1, SO:0001217, UniParc:UPI0003BFB02E, UniRef:UniRef100_A0A4S4WLG5, UniRef:UniRef50_A0A0W8ANJ1, UniRef:UniRef90_A0A0W8ANJ1
contig_6	64449	64601	-	GLPDJI_09210	6.0	8.8		SO:0001217, UniParc:UPI0001B75196, UniRef:UniRef100_A0A0C7KFE1, UniRef:UniRef50_A0A0C7KFE1, UniRef:UniRef90_A0A0C7KFE1
contig_6	106073	106405	-	GLPDJI_09430	11.6	4.3		RefSeq:WP_004178748.1, SO:0001217, UniParc:UPI0001576180, UniRef:UniRef100_A0A7U7F3H9, UniRef:UniRef50_A0A0B7GDE0, UniRef:UniRef90_A0A2V3KCU8
contig_6	138660	138917	+	GLPDJI_09590	9.5	5.2		RefSeq:WP_004147352.1, SO:0001217, UniParc:UPI00024105C1, UniRef:UniRef100_A0A060VJW7, UniRef:UniRef50_A0A168EXL6, UniRef:UniRef90_A0A378CDV7
contig_6	138914	139129	+	GLPDJI_09595	8.2	7.8		RefSeq:WP_004142688.1, SO:0001217, UniParc:UPI000157624F, UniRef:UniRef100_A0A087FUG5, UniRef:UniRef50_L0M9B6, UniRef:UniRef90_A0A087FUG5
contig_6	214361	214495	-	GLPDJI_09965	5.2	6.0		
contig_6	215202	215381	+	GLPDJI_09970	6.9	6.5		SO:0001217, UniRef:UniRef50_A0A486QIV8, UniRef:UniRef90_A0A486QIV8
contig_6	218850	219275	+	GLPDJI_10005	15.5	6.1		RefSeq:WP_032432690.1, SO:0001217, UniParc:UPI000449DEF1, UniRef:UniRef100_UPI000449DEF1, UniRef:UniRef50_A0A7U7F1S3, UniRef:UniRef90_UPI000BFC120C
contig_6	219272	219478	+	GLPDJI_10010	7.8	9.3		RefSeq:WP_004178825.1, SO:0001217, UniParc:UPI00028301C1, UniRef:UniRef100_A0A2V1LHE6, UniRef:UniRef50_C9XXY9, UniRef:UniRef90_A0A2V1LHE6
contig_6	220145	220432	+	GLPDJI_10020	11.1	5.9		RefSeq:WP_032432691.1, SO:0001217, UniParc:UPI0004450515, UniRef:UniRef100_UPI0004450515, UniRef:UniRef50_UPI000B417849, UniRef:UniRef90_UPI000B417849
contig_6	220432	220725	+	GLPDJI_10025	10.4	4.4		RefSeq:WP_029497179.1, SO:0001217, UniParc:UPI0004491F9A, UniRef:UniRef100_UPI0004491F9A, UniRef:UniRef50_J6I9Y5, UniRef:UniRef90_J6I9Y5
contig_6	220726	221502	+	GLPDJI_10030	28.3	4.6		RefSeq:WP_071888998.1, SO:0001217, UniParc:UPI00044B6CDA, UniRef:UniRef100_UPI00044B6CDA, UniRef:UniRef50_UPI001D0E0E5C, UniRef:UniRef90_UPI001D0E0E5C
contig_6	221495	221692	+	GLPDJI_10035	7.1	6.2		RefSeq:WP_032432693.1, SO:0001217, UniParc:UPI00044A57A0, UniRef:UniRef100_UPI00044A57A0, UniRef:UniRef50_A0A7H4MW32, UniRef:UniRef90_UPI001E36F4F2
contig_6	225460	225651	-	GLPDJI_10075	7.5	4.2		RefSeq:WP_009483893.1, SO:0001217, UniParc:UPI000205D9DB, UniRef:UniRef100_UPI000205D9DB, UniRef:UniRef50_A7MI85, UniRef:UniRef90_A0A483NG06
contig_6	227211	227324	-	GLPDJI_10095	4.0	5.8		
contig_6	227622	228272	+	GLPDJI_10100	24.5	5.4		RefSeq:WP_032432709.1, SO:0001217, UniParc:UPI000451455E, UniRef:UniRef100_UPI000451455E, UniRef:UniRef50_A0A4P6WNI7, UniRef:UniRef90_A0A0D7LS66
contig_6	232980	233162	+	GLPDJI_10125	6.7	10.4		RefSeq:WP_047680685.1, SO:0001217, UniParc:UPI000582C7BF, UniRef:UniRef100_A0A6G2BN68, UniRef:UniRef50_A0A379D2N3, UniRef:UniRef90_A0A379D2N3
contig_6	234564	234992	+	GLPDJI_10135	15.2	6.3		RefSeq:WP_004151271.1, SO:0001217, UniParc:UPI0002687213, UniRef:UniRef100_A0A7I6WP16, UniRef:UniRef50_D3UXH4, UniRef:UniRef90_R4YBI0
contig_6	236109	236366	+	GLPDJI_10145	8.9	4.4		RefSeq:WP_094317169.1, SO:0001217, UniParc:UPI000B95237E, UniRef:UniRef100_UPI000B95237E, UniRef:UniRef50_A0A6A8ES50, UniRef:UniRef90_UPI000E2AAF48
contig_6	236922	237284	+	GLPDJI_10155	13.1	4.2		RefSeq:WP_094317168.1, SO:0001217, UniParc:UPI000B951C51, UniRef:UniRef100_UPI000B951C51, UniRef:UniRef50_G9Y3S6, UniRef:UniRef90_A0A859RZM7
contig_6	237980	238405	+	GLPDJI_10170	15.6	10.0		RefSeq:WP_004151265.1, SO:0001217, UniParc:UPI0002687218, UniRef:UniRef100_A0A0J2GAP0, UniRef:UniRef50_A0A1B7IQH9, UniRef:UniRef90_A0A0J2GAP0
contig_6	238402	238794	+	GLPDJI_10175	14.3	6.0		RefSeq:WP_040229586.1, SO:0001217, UniParc:UPI00058AE849, UniRef:UniRef100_UPI00058AE849, UniRef:UniRef50_A0A1L5C6X8, UniRef:UniRef90_A0A1L5C6X8
contig_6	241219	241533	+	GLPDJI_10195	12.3	9.8		
contig_6	241954	242274	+	GLPDJI_10200	11.9	9.8		RefSeq:WP_094317178.1, SO:0001217, UniParc:UPI000B95C8CB, UniRef:UniRef100_UPI001D0D31BC, UniRef:UniRef50_A0A1S0W973, UniRef:UniRef90_A0A1S0W973
contig_6	247104	247346	+	GLPDJI_10215	8.9	5.4		RefSeq:WP_029602700.1, SO:0001217, UniParc:UPI000497083F, UniRef:UniRef100_UPI000497083F, UniRef:UniRef50_A0A377Y4P4, UniRef:UniRef90_A0A332BYF2
contig_6	247393	247869	+	GLPDJI_10220	18.1	4.4		RefSeq:WP_165451368.1, SO:0001217, UniParc:UPI000DE7464C, UniRef:UniRef100_UPI000DE7464C, UniRef:UniRef50_C9XYI3, UniRef:UniRef90_A0A0E1CMV6
contig_6	247869	248339	+	GLPDJI_10225	17.4	9.1		RefSeq:WP_032419293.1, SO:0001217, UniParc:UPI0003EBA09D, UniRef:UniRef100_A0A6N3GKS1, UniRef:UniRef50_C9XYI4, UniRef:UniRef90_R4YC34
contig_7	46620	46823	+	GLPDJI_10465	7.9	4.8		RefSeq:WP_015959185.1, SO:0001217, UniParc:UPI0001576D21, UniRef:UniRef100_A0A4C4KZL6, UniRef:UniRef50_A0A4R7GML3, UniRef:UniRef90_A0A0L7AII5
contig_7	48272	48880	+	GLPDJI_10475	23.2	8.4		RefSeq:WP_032433717.1, SO:0001217, UniParc:UPI00044C625E, UniRef:UniRef100_A0A4S7LQF4, UniRef:UniRef50_A0A4S7LQF4, UniRef:UniRef90_A0A4S7LQF4
contig_7	53304	54398	-	GLPDJI_10500	41.6	6.0		RefSeq:WP_071557796.1, SO:0001217, UniParc:UPI00044B45DF, UniRef:UniRef100_A0A4S8CTT3, UniRef:UniRef50_A0A4S8CTT3, UniRef:UniRef90_A0A4S8CTT3
contig_7	68434	69495	+	GLPDJI_10555	38.5	5.1		SO:0001217, UniParc:UPI0003BFCFC2, UniRef:UniRef100_A0A4S7KBA6, UniRef:UniRef50_L0MCS7, UniRef:UniRef90_A0A1L5UBY4
contig_7	79076	79246	-	GLPDJI_10610	6.5	7.9		SO:0001217, UniParc:UPI000448860A, UniRef:UniRef100_A0A331TDX7, UniRef:UniRef50_A0A377TK28, UniRef:UniRef90_A0A331TDX7
contig_7	117529	117714	+	GLPDJI_10810	6.7	5.8	PF02900.21|LigB	PFAM:PF02900.21
contig_7	147817	147924	+	GLPDJI_10970	4.1	10.7		SO:0001217, UniParc:UPI000282FFC0, UniRef:UniRef100_A0A2X3D3B8, UniRef:UniRef50_A0A486QLN5, UniRef:UniRef90_A0A486QLN5
contig_7	152034	153065	-	GLPDJI_11000	39.7	5.6		RefSeq:WP_019724980.1, SO:0001217, UniParc:UPI0002DA7414, UniRef:UniRef100_A0A4S4U660, UniRef:UniRef50_A0A4S4U660, UniRef:UniRef90_A0A4S4U660
contig_7	155446	155925	+	GLPDJI_11010	18.6	4.6		SO:0001217, UniRef:UniRef50_UPI001D0DBA1C, UniRef:UniRef90_UPI001D0DBA1C
contig_7	156027	157400	-	GLPDJI_11015	53.9	5.1		RefSeq:WP_019724983.1, SO:0001217, UniParc:UPI0002EC454E, UniRef:UniRef100_A0A4V3Y3Z6, UniRef:UniRef50_A0A4V3Y3Z6, UniRef:UniRef90_A0A4V3Y3Z6
contig_8	94329	94739	+	GLPDJI_11765	14.9	9.2		RefSeq:WP_004145917.1, SO:0001217, UniParc:UPI0001A58247, UniRef:UniRef100_A0A7U7F2W6, UniRef:UniRef50_A0A086I921, UniRef:UniRef90_A0A2A5MMM6
contig_8	104545	104829	-	GLPDJI_11805	9.7	5.0		RefSeq:WP_004177403.1, SO:0001217, UniParc:UPI00015762A8, UniRef:UniRef100_A0A0S3DJS2, UniRef:UniRef50_H5V495, UniRef:UniRef90_A0A087FUV1
contig_9	81420	82661	+	GLPDJI_12620	45.8	5.7	PF08309.14|LVIVD, PF08309.14|LVIVD	COG:COG5276, COG:S, PFAM:PF08309.14, PFAM:PF08309.14, RefSeq:WP_020801569.1, SO:0001217, UniParc:UPI0003421315, UniRef:UniRef100_A0A4S6V432, UniRef:UniRef50_A0A833G4K0, UniRef:UniRef90_A0A0H3CN84
contig_9	166043	166618	+	GLPDJI_13040	20.3	11.5		SO:0001217, UniParc:UPI00044F510F, UniRef:UniRef100_A0A331YP51, UniRef:UniRef50_A0A331YP51, UniRef:UniRef90_A0A331YP51
contig_10	45	542	+	GLPDJI_13280	18.6	8.9		SO:0001217, UniRef:UniRef50_UPI0015D6AAA8, UniRef:UniRef90_UPI0015D6AAA8
contig_10	7839	8441	-	GLPDJI_13320	23.6	9.5		RefSeq:WP_123677151.1, SO:0001217, UniParc:UPI0004470E5F, UniRef:UniRef100_A0A6B0P0C1, UniRef:UniRef50_A0A483NIY5, UniRef:UniRef90_A0A483NIY5
contig_10	10684	11565	+	GLPDJI_13330	33.6	5.3		RefSeq:WP_004149226.1, SO:0001217, UniParc:UPI0001A586AE, UniRef:UniRef100_W9BI58, UniRef:UniRef50_W9BI58, UniRef:UniRef90_A0A1L5FJ41
contig_10	142795	143637	+	GLPDJI_13940	30.8	10.1		RefSeq:WP_004180898.1, SO:0001217, UniParc:UPI00024103E2, UniRef:UniRef100_J2X5S9, UniRef:UniRef90_B5XNK6
contig_11	27331	28131	-	GLPDJI_14400	30.0	6.2		RefSeq:WP_004180956.1, SO:0001217, UniParc:UPI0001A587DD, UniRef:UniRef100_A0A141RFT2, UniRef:UniRef50_A0A2E1XIE4, UniRef:UniRef90_A0A8B3QME9
contig_11	61290	61469	+	GLPDJI_14555	6.4	4.4		RefSeq:WP_002914284.1, SO:0001217, UniParc:UPI000205DD86, UniRef:UniRef100_A0A7U7F757, UniRef:UniRef50_A0A087FS68, UniRef:UniRef90_A0A087FS68
contig_11	94483	94590	-	GLPDJI_14755	3.7	9.5		SO:0001217, UniParc:UPI0002410CBC, UniRef:UniRef100_A0A0C7K6X4, UniRef:UniRef50_A0A0C7K6X4, UniRef:UniRef90_A0A0C7K6X4
contig_11	177666	179687	+	GLPDJI_15175	75.5	6.9		RefSeq:WP_009308508.1, SO:0001217, UniParc:UPI0002410260, UniRef:UniRef100_A0A4V4EZL1, UniRef:UniRef50_A0A8I1FH81, UniRef:UniRef90_A0A4V4EZL1
contig_13	13366	13842	-	GLPDJI_15945	17.3	5.0	PF05488.16|PAAR_motif	COG:COG4104, COG:U, PFAM:PF05488.16, RefSeq:WP_009484465.1, SO:0001217, UniParc:UPI0001576F8A, UniRef:UniRef100_W9BDJ4, UniRef:UniRef50_A0A0H3CMW4, UniRef:UniRef90_W9BDJ4
contig_13	68110	68403	-	GLPDJI_16200	9.7	4.2		SO:0001217, UniParc:UPI00024102C0, UniRef:UniRef100_V0B5E6, UniRef:UniRef50_A0A2X3E7M1, UniRef:UniRef90_A0A087FTJ2
contig_13	84420	86546	+	GLPDJI_16290	80.0	7.2		RefSeq:WP_004192454.1, SO:0001217, UniParc:UPI00029CD339, UniRef:UniRef100_A0A4S8CZ52, UniRef:UniRef50_A0A4S8CZ52, UniRef:UniRef90_A0A4S8CZ52
contig_13	110132	110227	-	GLPDJI_16415	3.6	10.8		SO:0001217, UniParc:UPI0002186713, UniRef:UniRef100_A0A2X3EXL5, UniRef:UniRef50_A0A0E1CQI5, UniRef:UniRef90_A0A0E1CQI5
contig_14	5869	7116	+	GLPDJI_16695	47.8	5.0		RefSeq:WP_032433591.1, SO:0001217, UniParc:UPI0004524D11, UniRef:UniRef100_A0A4S7L398, UniRef:UniRef50_A0A0H3F4U0, UniRef:UniRef90_A0A4S7L398
contig_14	7827	8099	+	GLPDJI_16700	9.3	9.0		RefSeq:WP_023328345.1, SO:0001217, UniParc:UPI0003BF849C, UniRef:UniRef100_A0A4V4EV14, UniRef:UniRef50_W1HQ20, UniRef:UniRef90_A0A1C3PZV6, UniRef:UniRef90_V0ALP5
contig_14	66043	66210	+	GLPDJI_16985	6.0	5.3		RefSeq:WP_002917926.1, SO:0001217, UniParc:UPI0001A58BEF, UniRef:UniRef100_A0A7U7F9K7, UniRef:UniRef50_W9BBN0, UniRef:UniRef90_W9BBN0
contig_14	67412	67519	-	GLPDJI_17000	3.8	6.5		SO:0001217, UniRef:UniRef50_A0A0C7KIZ2, UniRef:UniRef90_A0A0C7KIZ2
contig_14	72660	72809	-	GLPDJI_17030	5.5	4.5		SO:0001217, UniParc:UPI00021863BE, UniRef:UniRef100_A0A367TH72, UniRef:UniRef50_A0A2U0NAP7, UniRef:UniRef90_A0A2U0NAP7
contig_15	24	314	+	GLPDJI_17470	11.0	10.6		
contig_15	5644	5982	+	GLPDJI_17495	12.0	4.7		RefSeq:WP_039817923.1, SO:0001217, UniParc:UPI00058540CB, UniRef:UniRef100_A0A482JA22, UniRef:UniRef50_A0A482JA22, UniRef:UniRef90_A0A482JA22
contig_15	15358	15657	+	GLPDJI_17560	11.2	9.4		RefSeq:WP_039817952.1, SO:0001217, UniParc:UPI000584CDCD, UniRef:UniRef100_A0A482J4Q4, UniRef:UniRef50_A0A1X9TP86, UniRef:UniRef90_A0A1X9TP86
contig_15	16439	16573	+	GLPDJI_17570	5.2	4.3		SO:0001217, UniRef:UniRef50_W9B7L7, UniRef:UniRef90_W9B7L7
contig_15	17042	17872	+	GLPDJI_17575	32.6	9.1		RefSeq:WP_023317563.1, SO:0001217, UniParc:UPI0003BF12BF, UniRef:UniRef100_A0A263K2L5, UniRef:UniRef50_B7MJR3, UniRef:UniRef90_A0A263K2L5
contig_15	21808	22044	+	GLPDJI_17610	8.4	6.0		RefSeq:WP_004212965.1, SO:0001217, UniParc:UPI0002B5F32C, UniRef:UniRef100_A0A210V1N3, UniRef:UniRef50_A0A2W7T4C3, UniRef:UniRef90_A0A2W7T4C3
contig_15	56961	57887	+	GLPDJI_17695	35.4	9.4		RefSeq:WP_000039781.1, SO:0001217, UniParc:UPI0002A2603F, UniRef:UniRef100_A0A3T8R695, UniRef:UniRef50_Q9X9G6, UniRef:UniRef90_Q9X9G6
contig_15	58234	58416	+	GLPDJI_17705	6.7	4.6		RefSeq:WP_001513329.1, SO:0001217, UniParc:UPI000282ECCD, UniRef:UniRef100_A0A1Y4JJG3, UniRef:UniRef50_A0A1Y4JJG3, UniRef:UniRef90_A0A1Y4JJG3
contig_15	60121	60354	+	GLPDJI_17715	8.5	6.8		RefSeq:WP_001231171.1, SO:0001217, UniParc:UPI0000F67B7E, UniRef:UniRef100_A0A0K4B5E9, UniRef:UniRef50_A0A635LY00, UniRef:UniRef90_A0A635LY00
contig_15	66325	66462	+	GLPDJI_17750	4.7	6.5		RefSeq:WP_000825479.1, SO:0001217, UniParc:UPI000022FBBE, UniRef:UniRef100_Q6XGF6, UniRef:UniRef50_A8AEX9, UniRef:UniRef90_A8AEX9
contig_15	76952	78010	-	GLPDJI_17805	40.6	5.9		RefSeq:WP_000899459.1, SO:0001217, UniParc:UPI000188728C, UniRef:UniRef100_A0A3T8R365, UniRef:UniRef50_E6W0T8, UniRef:UniRef90_A0A377ZC83
contig_15	106295	106891	-	GLPDJI_17910	23.7	8.2		RefSeq:WP_004151477.1, SO:0001217, UniParc:UPI00026F0573, UniRef:UniRef100_A0A0J2GRG9, UniRef:UniRef50_B7MWM0, UniRef:UniRef90_A0A0J2GRG9
contig_15	108170	108652	-	GLPDJI_17915	18.9	6.4		RefSeq:WP_004151478.1, SO:0001217, UniParc:UPI000268737F, UniRef:UniRef100_A0A0E1CC03, UniRef:UniRef50_A0A0E1CC03, UniRef:UniRef90_A0A0E1CC03
contig_15	111113	111328	+	GLPDJI_17925	8.2	5.1		RefSeq:WP_000132147.1, SO:0001217, UniParc:UPI0002610A80, UniRef:UniRef100_A0A5T4GK06, UniRef:UniRef50_A0A5T4GK06, UniRef:UniRef90_A0A5T4GK06
contig_15	111501	111743	-	GLPDJI_17930	9.5	5.1		RefSeq:WP_004151480.1, SO:0001217, UniParc:UPI00026F08CD, UniRef:UniRef100_A0A7M3GC17, UniRef:UniRef50_I4SPX6, UniRef:UniRef90_A0A0J1NDW1
contig_15	114688	115254	-	GLPDJI_17950	19.8	9.1		RefSeq:WP_004198820.1, SO:0001217, UniParc:UPI0002BF2003, UniRef:UniRef100_A0A0E1CCH5, UniRef:UniRef50_A0A0E1CCH5, UniRef:UniRef90_A0A0E1CCH5
contig_15	118937	119317	-	GLPDJI_17965	14.8	4.8		RefSeq:WP_004151487.1, SO:0001217, UniParc:UPI0002687387, UniRef:UniRef100_A0A2V3K1A0, UniRef:UniRef50_A0A486NKG3, UniRef:UniRef90_A0A806NSB7
contig_15	119370	119660	-	GLPDJI_17970	11.2	5.0		RefSeq:WP_002911787.1, SO:0001217, UniParc:UPI00026F08D4, UniRef:UniRef100_A0A2V3K2R2, UniRef:UniRef50_A0A2I5TPB1, UniRef:UniRef90_A0A2V3K2R2
