#Annotated with Bakta v1.6.1, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_4	131645	131809	+	HDAADD_06145	5.8	7.7		RefSeq:WP_002896395.1, SO:0001217, UniParc:UPI0002186873, UniRef:UniRef100_V0AWN8, UniRef:UniRef50_A0A0E1CGL0, UniRef:UniRef90_A0A0E1CGL0
contig_4	205364	205579	-	HDAADD_06425	8.1	9.6		RefSeq:WP_004141776.1, SO:0001217, UniParc:UPI0001B775A9, UniRef:UniRef100_A0A2X1QRE9, UniRef:UniRef50_A0A2X1QRE9, UniRef:UniRef90_A0A2X1QRE9
contig_4	273040	273162	-	HDAADD_06730	4.4	10.4		RefSeq:WP_002898600.1, SO:0001217, UniParc:UPI00015762E3, UniRef:UniRef100_A0A0E1CGT0, UniRef:UniRef50_A0A0E1CGT0, UniRef:UniRef90_A0A0E1CGT0
contig_4	273419	273640	+	HDAADD_06735	7.9	7.8		RefSeq:WP_002898602.1, SO:0001217, UniParc:UPI00015762E4, UniRef:UniRef100_A0A7U7IGD8, UniRef:UniRef50_A0A2N4W2I4, UniRef:UniRef90_A0A2N4W2I4
contig_4	279410	279559	-	HDAADD_06770	5.0	5.2		SO:0001217, UniRef:UniRef50_V0A9S1, UniRef:UniRef90_A0A2X1QCJ5
contig_4	369747	370091	+	HDAADD_07215	12.4	9.0		RefSeq:WP_032432889.1, SO:0001217, UniParc:UPI000451283B, UniRef:UniRef100_A0A4S4UZV6, UniRef:UniRef50_B5XMU4, UniRef:UniRef90_A0A4S4UZV6
contig_5	27495	28295	-	HDAADD_07420	30.0	6.2		RefSeq:WP_004180956.1, SO:0001217, UniParc:UPI0001A587DD, UniRef:UniRef100_A0A141RFT2, UniRef:UniRef50_A0A2E1XIE4, UniRef:UniRef90_A0A8B3QME9
contig_5	61370	61549	+	HDAADD_07575	6.4	4.4		RefSeq:WP_002914284.1, SO:0001217, UniParc:UPI000205DD86, UniRef:UniRef100_A0A7U7F757, UniRef:UniRef50_A0A087FS68, UniRef:UniRef90_A0A087FS68
contig_5	94465	94572	-	HDAADD_07775	3.7	9.5		SO:0001217, UniParc:UPI0002410CBC, UniRef:UniRef100_A0A0C7K6X4, UniRef:UniRef50_A0A0C7K6X4, UniRef:UniRef90_A0A0C7K6X4
contig_5	177648	179669	+	HDAADD_08195	75.5	6.9		RefSeq:WP_009308508.1, SO:0001217, UniParc:UPI0002410260, UniRef:UniRef100_A0A4V4EZL1, UniRef:UniRef50_A0A8I1FH81, UniRef:UniRef90_A0A4V4EZL1
contig_5	292209	292529	+	HDAADD_08745	11.8	9.3		RefSeq:WP_023286839.1, SO:0001217, UniParc:UPI0003BFB02E, UniRef:UniRef100_A0A4S4WLG5, UniRef:UniRef50_A0A0W8ANJ1, UniRef:UniRef90_A0A0W8ANJ1
contig_5	337657	337830	+	HDAADD_08935	6.6	11.1		SO:0001217, UniParc:UPI000205CE82, UniRef:UniRef100_A0A169KJW1, UniRef:UniRef50_A0A169KJW1, UniRef:UniRef90_A0A169KJW1
contig_6	23940	24134	-	HDAADD_09110	7.4	4.5		RefSeq:WP_023287655.1, SO:0001217, UniParc:UPI0003BF9298, UniRef:UniRef100_UPI0003BF9298, UniRef:UniRef50_UPI0003BF9298, UniRef:UniRef90_UPI0003BF9298
contig_6	24835	25527	-	HDAADD_09120	25.6	7.0		RefSeq:WP_023287656.1, SO:0001217, UniParc:UPI0003BE0EEF, UniRef:UniRef100_A0A4S4YM98, UniRef:UniRef50_A0A443WBN3, UniRef:UniRef90_A0A4S4YM98
contig_6	59018	59161	-	HDAADD_09285	5.5	6.8		RefSeq:WP_004184140.1, SO:0001217, UniParc:UPI000241DC8E, UniRef:UniRef100_A0A0T5IJ17, UniRef:UniRef50_A0A0T5IJ17, UniRef:UniRef90_A0A0T5IJ17
contig_6	112517	112663	-	HDAADD_09530	5.5	5.2		RefSeq:WP_002906033.1, SO:0001217, UniParc:UPI00015767F5, UniRef:UniRef100_A0A7U7F689, UniRef:UniRef50_A0A1V3Z291, UniRef:UniRef90_A0A7U7F689
contig_6	113228	113731	+	HDAADD_09540	19.1	7.8		RefSeq:WP_023287680.1, SO:0001217, UniParc:UPI0003BE155D, UniRef:UniRef100_A0A4S4YK16, UniRef:UniRef50_R4Y8D6, UniRef:UniRef90_W9B8I8
contig_6	114198	114293	-	HDAADD_09550	3.5	4.4		SO:0001217, UniParc:UPI0002410629, UniRef:UniRef100_A0A0C7KK38, UniRef:UniRef50_A0A0C7KK38, UniRef:UniRef90_A0A0C7KK38
contig_6	205892	206014	+	HDAADD_09980	4.4	11.1		RefSeq:WP_004175940.1, SO:0001217, UniParc:UPI0001576BCF, UniRef:UniRef100_A0A8D6FY94, UniRef:UniRef50_W9B9A9, UniRef:UniRef90_W9B9A9
contig_6	213545	213643	-	HDAADD_10020	3.7	5.8		SO:0001217, UniParc:UPI0002186516, UniRef:UniRef100_A0A0E1CDN3, UniRef:UniRef50_A0A0E1CDN3, UniRef:UniRef90_A0A0E1CDN3
contig_6	241999	242184	-	HDAADD_10160	6.7	6.5		RefSeq:WP_002907644.1, SO:0001217, UniParc:UPI0001576D5F, UniRef:UniRef100_W9BGR8, UniRef:UniRef50_W9BGR8, UniRef:UniRef90_W9BGR8
contig_6	291472	291621	-	HDAADD_10440	5.5	11.1		RefSeq:WP_002907802.1, SO:0001217, UniParc:UPI0001A58ABE, UniRef:UniRef100_A0A0E1CHR3, UniRef:UniRef50_A0A7H4MLH5, UniRef:UniRef90_A0A0E1CHR3
contig_7	81800	81949	+	HDAADD_10975	5.5	4.5		SO:0001217, UniParc:UPI00021863BE, UniRef:UniRef100_A0A367TH72, UniRef:UniRef50_A0A2U0NAP7, UniRef:UniRef90_A0A2U0NAP7
contig_7	87090	87197	+	HDAADD_11005	3.8	6.5		SO:0001217, UniRef:UniRef50_A0A0C7KIZ2, UniRef:UniRef90_A0A0C7KIZ2
contig_7	88399	88566	-	HDAADD_11020	6.0	5.3		RefSeq:WP_002917926.1, SO:0001217, UniParc:UPI0001A58BEF, UniRef:UniRef100_A0A7U7F9K7, UniRef:UniRef50_W9BBN0, UniRef:UniRef90_W9BBN0
contig_7	146510	146782	-	HDAADD_11305	9.3	9.0		RefSeq:WP_023328345.1, SO:0001217, UniParc:UPI0003BF849C, UniRef:UniRef100_A0A4V4EV14, UniRef:UniRef50_W1HQ20, UniRef:UniRef90_A0A1C3PZV6, UniRef:UniRef90_V0ALP5
contig_7	147493	148740	-	HDAADD_11310	47.8	5.0		RefSeq:WP_032433591.1, SO:0001217, UniParc:UPI0004524D11, UniRef:UniRef100_A0A4S7L398, UniRef:UniRef50_A0A0H3F4U0, UniRef:UniRef90_A0A4S7L398
contig_7	155501	155656	+	HDAADD_11365	6.0	9.2		RefSeq:WP_162897204.1, SO:0001217, UniParc:UPI000445E42C, UniRef:UniRef100_A0A482ME92, UniRef:UniRef50_A0A482ME92, UniRef:UniRef90_A0A482ME92
contig_7	156999	157358	+	HDAADD_11375	13.8	9.1		
contig_7	157498	157692	+	HDAADD_11380	7.4	7.9		RefSeq:WP_032433569.1, SO:0001217, UniParc:UPI000450D3C4, UniRef:UniRef100_A0A4S8CJX2, UniRef:UniRef50_A0A4S8CJX2, UniRef:UniRef90_A0A4S8CJX2
contig_7	157709	157810	+	HDAADD_11385	3.7	5.8		SO:0001217, UniParc:UPI00044FD3CF, UniRef:UniRef100_A0A482MFK1, UniRef:UniRef50_A0A3S4HDA3, UniRef:UniRef90_A0A482MFK1
contig_7	167263	168306	+	HDAADD_11450	40.6	6.0		RefSeq:WP_045326985.1, SO:0001217, UniParc:UPI00044E8A3F, UniRef:UniRef100_A0A4S4YQT9, UniRef:UniRef50_A0A4S4YQT9, UniRef:UniRef90_A0A4S4YQT9
contig_7	173414	174142	+	HDAADD_11480	26.0	7.8		RefSeq:WP_032433551.1, SO:0001217, UniParc:UPI0004515CAD, UniRef:UniRef100_A0A4S8DCI8, UniRef:UniRef50_A0A4S8DCI8, UniRef:UniRef90_A0A4S8DCI8
contig_7	181669	182076	-	HDAADD_11520	14.8	8.7		RefSeq:WP_032433542.1, SO:0001217, UniParc:UPI0004501AA9, UniRef:UniRef100_A0A377Z419, UniRef:UniRef50_A0A377Z419, UniRef:UniRef90_A0A377Z419
contig_7	246728	246817	-	HDAADD_11845	3.3	4.1		SO:0001217, UniParc:UPI0002410689, UniRef:UniRef100_A0A2X1Q2W0, UniRef:UniRef50_A0A3S4GEB5, UniRef:UniRef90_A0A3S4GEB5
contig_7	246838	247026	-	HDAADD_11850	6.7	5.6		RefSeq:WP_002916738.1, SO:0001217, UniParc:UPI000157692F, UniRef:UniRef100_A0A2X1Q2W0, UniRef:UniRef50_A0A3S4GEB5, UniRef:UniRef90_A0A3S4GEB5
contig_7	247226	247570	-	HDAADD_11855	13.4	6.2		RefSeq:WP_004185642.1, SO:0001217, UniParc:UPI000157692E, UniRef:UniRef100_W9BBZ4, UniRef:UniRef50_A0A087FVF2, UniRef:UniRef90_W9BBZ4
contig_8	4646	5515	-	HDAADD_12110	32.6	5.2		RefSeq:WP_001446641.1, SO:0001217, UniParc:UPI000260B59E, UniRef:UniRef100_A0A0U4KBN6, UniRef:UniRef50_A0A0C5VYL0, UniRef:UniRef90_A0A0U4KBN6
contig_8	5512	5763	-	HDAADD_12115	9.2	8.6		RefSeq:WP_001287855.1, SO:0001217, UniParc:UPI000260B59F, UniRef:UniRef100_A0A4P6ILT8, UniRef:UniRef50_A0A4P6ILT8, UniRef:UniRef90_A0A4P6ILT8
contig_8	10221	10796	-	HDAADD_12140	19.6	11.1		RefSeq:WP_039819531.1, SO:0001217, UniParc:UPI0005850A00, UniRef:UniRef100_A0A4S4UC36, UniRef:UniRef50_A0A0H3GSE1, UniRef:UniRef90_A0A0H3GSE1
contig_8	11848	12183	-	HDAADD_12150	12.4	4.6	PF08956.13|DUF1869	PFAM:PF08956.13, RefSeq:WP_004148980.1, SO:0001217, UniParc:UPI00026EA56A, UniRef:UniRef100_A0A422XSY4, UniRef:UniRef50_A0A2P8VNH9, UniRef:UniRef90_W9BPS7
contig_8	60256	62709	+	HDAADD_12385	92.4	8.1		RefSeq:WP_124245657.1, SO:0001217, UniParc:UPI0007CA2771, UniRef:UniRef100_A0A8F6KYW2, UniRef:UniRef50_A0A8F6KYW2, UniRef:UniRef90_A0A8F6KYW2
contig_8	62875	62997	+	HDAADD_12390	4.3	8.3		
contig_9	11754	11903	-	HDAADD_13285	5.6	7.7		
contig_9	12841	13413	-	HDAADD_13300	21.0	6.7		SO:0001217, UniRef:UniRef50_A0A193QDG0, UniRef:UniRef90_A0A387K103
contig_9	13418	13666	-	HDAADD_13305	9.8	4.7		RefSeq:WP_032433382.1, SO:0001217, UniParc:UPI000445C5E5, UniRef:UniRef100_A0A4S4XX50, UniRef:UniRef50_A0A071LQX4, UniRef:UniRef90_A0A4S4XX50
contig_9	17835	18650	+	HDAADD_13330	31.4	5.4		RefSeq:WP_032433388.1, SO:0001217, UniParc:UPI00044DFBCE, UniRef:UniRef100_A0A4S7L6E1, UniRef:UniRef50_A0A1D8JMQ0, UniRef:UniRef90_A0A4S7L6E1
contig_9	18766	19029	+	HDAADD_13335	10.0	6.7		
contig_9	21421	21597	-	HDAADD_13345	6.3	4.1		
contig_9	23033	23335	+	HDAADD_13355	11.5	4.8		RefSeq:WP_032433392.1, SO:0001217, UniParc:UPI00044CC472, UniRef:UniRef100_A0A4S4VP49, UniRef:UniRef50_A0A4S4VP49, UniRef:UniRef90_A0A4S4VP49
contig_9	24075	24995	+	HDAADD_13360	34.7	6.1		RefSeq:WP_040175435.1, SO:0001217, UniParc:UPI00044703DA, UniRef:UniRef100_A0A4S4USF4, UniRef:UniRef50_A0A4S4USF4, UniRef:UniRef90_A0A4S4USF4
contig_9	32292	32894	-	HDAADD_13400	23.6	9.5		RefSeq:WP_123677151.1, SO:0001217, UniParc:UPI0004470E5F, UniRef:UniRef100_A0A6B0P0C1, UniRef:UniRef50_A0A483NIY5, UniRef:UniRef90_A0A483NIY5
contig_9	35137	36018	+	HDAADD_13410	33.6	5.3		RefSeq:WP_004149226.1, SO:0001217, UniParc:UPI0001A586AE, UniRef:UniRef100_W9BI58, UniRef:UniRef50_W9BI58, UniRef:UniRef90_A0A1L5FJ41
contig_9	167225	168067	+	HDAADD_14020	30.8	10.1		RefSeq:WP_004180898.1, SO:0001217, UniParc:UPI00024103E2, UniRef:UniRef100_J2X5S9, UniRef:UniRef90_B5XNK6
contig_9	212665	212817	+	HDAADD_14245	6.0	9.1		SO:0001217, UniParc:UPI00026EA171, UniRef:UniRef100_A0A1C3PTZ5, UniRef:UniRef50_A0A1C3PTZ5, UniRef:UniRef90_A0A1C3PTZ5
contig_10	64554	64706	-	HDAADD_14635	6.0	8.8		SO:0001217, UniParc:UPI0001B75196, UniRef:UniRef100_A0A0C7KFE1, UniRef:UniRef50_A0A0C7KFE1, UniRef:UniRef90_A0A0C7KFE1
contig_10	106177	106509	-	HDAADD_14855	11.6	4.3		RefSeq:WP_004178748.1, SO:0001217, UniParc:UPI0001576180, UniRef:UniRef100_A0A7U7F3H9, UniRef:UniRef50_A0A0B7GDE0, UniRef:UniRef90_A0A2V3KCU8
contig_10	138764	139021	+	HDAADD_15015	9.5	5.2		RefSeq:WP_004147352.1, SO:0001217, UniParc:UPI00024105C1, UniRef:UniRef100_A0A060VJW7, UniRef:UniRef50_A0A168EXL6, UniRef:UniRef90_A0A378CDV7
contig_10	139018	139233	+	HDAADD_15020	8.2	7.8		RefSeq:WP_004142688.1, SO:0001217, UniParc:UPI000157624F, UniRef:UniRef100_A0A087FUG5, UniRef:UniRef50_L0M9B6, UniRef:UniRef90_A0A087FUG5
contig_11	59513	59797	+	HDAADD_15610	9.7	5.0		RefSeq:WP_004177403.1, SO:0001217, UniParc:UPI00015762A8, UniRef:UniRef100_A0A0S3DJS2, UniRef:UniRef50_H5V495, UniRef:UniRef90_A0A087FUV1
contig_11	69603	70013	-	HDAADD_15650	14.9	9.2		RefSeq:WP_004145917.1, SO:0001217, UniParc:UPI0001A58247, UniRef:UniRef100_A0A7U7F2W6, UniRef:UniRef50_A0A086I921, UniRef:UniRef90_A0A2A5MMM6
contig_12	3466	3855	+	HDAADD_16100	13.8	7.9		RefSeq:WP_002892699.1, SO:0001217, UniParc:UPI0001575E07, UniRef:UniRef100_V0AG62, UniRef:UniRef50_A0A8B4SUB1, UniRef:UniRef90_A0A8B4SUB1
contig_12	50579	50689	-	HDAADD_16320	4.0	10.2		SO:0001217, UniParc:UPI0001575EC0, UniRef:UniRef100_A0A127T6N6, UniRef:UniRef50_L0M5M4, UniRef:UniRef90_A0A169CER0
contig_12	132507	133748	+	HDAADD_16665	45.8	5.7	PF08309.14|LVIVD, PF08309.14|LVIVD	COG:COG5276, COG:S, PFAM:PF08309.14, PFAM:PF08309.14, RefSeq:WP_020801569.1, SO:0001217, UniParc:UPI0003421315, UniRef:UniRef100_A0A4S6V432, UniRef:UniRef50_A0A833G4K0, UniRef:UniRef90_A0A0H3CN84
contig_13	47737	47832	+	HDAADD_17020	3.6	10.8		SO:0001217, UniParc:UPI0002186713, UniRef:UniRef100_A0A2X3EXL5, UniRef:UniRef50_A0A0E1CQI5, UniRef:UniRef90_A0A0E1CQI5
contig_13	71418	73544	-	HDAADD_17145	80.0	7.2		RefSeq:WP_004192454.1, SO:0001217, UniParc:UPI00029CD339, UniRef:UniRef100_A0A4S8CZ52, UniRef:UniRef50_A0A4S8CZ52, UniRef:UniRef90_A0A4S8CZ52
contig_13	89561	89854	+	HDAADD_17235	9.7	4.2		SO:0001217, UniParc:UPI00024102C0, UniRef:UniRef100_V0B5E6, UniRef:UniRef50_A0A2X3E7M1, UniRef:UniRef90_A0A087FTJ2
contig_13	144122	144598	+	HDAADD_17490	17.3	5.0	PF05488.16|PAAR_motif	COG:COG4104, COG:U, PFAM:PF05488.16, RefSeq:WP_009484465.1, SO:0001217, UniParc:UPI0001576F8A, UniRef:UniRef100_W9BDJ4, UniRef:UniRef50_A0A0H3CMW4, UniRef:UniRef90_W9BDJ4
contig_14	4180	4485	+	HDAADD_17580	11.5	9.7		KEGG:K21975, RefSeq:WP_032433858.1, SO:0001217, UniParc:UPI00044E8B6A, UniRef:UniRef100_A0A4S7LBK7, UniRef:UniRef50_A0A7S9E197, UniRef:UniRef90_A0A7S9E197
contig_14	69149	69724	-	HDAADD_17930	20.3	11.5		SO:0001217, UniParc:UPI00044F510F, UniRef:UniRef100_A0A331YP51, UniRef:UniRef50_A0A331YP51, UniRef:UniRef90_A0A331YP51
contig_15	24105	24206	-	HDAADD_18365	4.1	8.8		SO:0001217, UniParc:UPI0002410CD1, UniRef:UniRef100_J2LNT0, UniRef:UniRef50_A0A2J4VVS7, UniRef:UniRef90_A0A6B3VI75
contig_15	73257	73604	-	HDAADD_18575	13.5	5.9	PF05973.17|Gp49	COG:COG4683, COG:S, PFAM:PF05973.17, RefSeq:WP_032433636.1, SO:0001217, UniParc:UPI00044C8191, UniRef:UniRef100_A0A4S7KZ03, UniRef:UniRef50_A0A1B8H9Y4, UniRef:UniRef90_A0A486LFK7
