#Annotated with Bakta v1.6.1, https://github.com/oschwengers/bakta
#Database v4.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	377412	377732	+	DKLDBC_01850	11.2	6.3		RefSeq:WP_004184563.1, SO:0001217, UniParc:UPI000205C4FA, UniRef:UniRef100_A0A7U7F509, UniRef:UniRef50_A0A377WKC4, UniRef:UniRef90_A0A377WKC4
contig_1	406095	406328	-	DKLDBC_01990	7.9	6.2		RefSeq:WP_039818253.1, SO:0001217, UniParc:UPI0005851E1D, UniRef:UniRef100_A0A4S4WMU2, UniRef:UniRef50_A0A486SP11, UniRef:UniRef90_A0A486SP11
contig_1	413134	413340	-	DKLDBC_02030	8.3	12.0		SO:0001217, UniParc:UPI0002410C50, UniRef:UniRef100_A0A0E1CDD0, UniRef:UniRef50_G9Z8N6, UniRef:UniRef90_A0A0E1CDD0
contig_1	493267	494703	-	DKLDBC_02380	52.4	6.2		SO:0001217, UniParc:UPI0003000D55, UniRef:UniRef100_A0A4S4YT84, UniRef:UniRef50_A0A422ZCU0, UniRef:UniRef90_A0A422ZCU0
contig_2	48782	49054	+	DKLDBC_03510	10.1	8.3		RefSeq:WP_023279116.1, SO:0001217, UniParc:UPI000318EDA4, UniRef:UniRef100_A0A7U9D1J3, UniRef:UniRef50_W1HY11, UniRef:UniRef90_W1HY11
contig_2	67180	67326	-	DKLDBC_03605	5.6	8.1		SO:0001217, UniRef:UniRef50_A0A4R3ZIW8, UniRef:UniRef90_UPI00036CEE3C
contig_2	145579	148020	+	DKLDBC_03970	89.9	5.9	PF09994.12|DUF2235, PF09994.12|DUF2235	PFAM:PF09994.12, PFAM:PF09994.12, RefSeq:WP_032432956.1, SO:0001217, UniParc:UPI00044648E0, UniRef:UniRef100_A0A4S4TSL7, UniRef:UniRef50_A0A2J9SH40, UniRef:UniRef90_A0A2X3CAR6
contig_2	148295	149434	+	DKLDBC_03980	41.6	5.7		RefSeq:WP_023287565.1, SO:0001217, UniParc:UPI0003BF7C48, UniRef:UniRef100_A0A4S7LRU7, UniRef:UniRef50_L0MDP8, UniRef:UniRef90_A0A0E1CF38
contig_2	157965	158459	+	DKLDBC_04010	18.3	6.3		RefSeq:WP_004179572.1, SO:0001217, UniParc:UPI000282EF73, UniRef:UniRef100_A0A1V7XCR4, UniRef:UniRef50_W9BP40, UniRef:UniRef90_A0A1V7XCR4
contig_2	177858	178052	-	DKLDBC_04120	7.6	6.1		RefSeq:WP_004176404.1, SO:0001217, UniParc:UPI000157636B, UniRef:UniRef100_A0A7U7F3P4, UniRef:UniRef50_A0A087FKZ6, UniRef:UniRef90_A0A087FKZ6
contig_2	258359	258877	+	DKLDBC_04490	19.6	7.8		SO:0001217, UniParc:UPI000205DDA7, UniRef:UniRef100_A0A0C7KD08, UniRef:UniRef50_B5XRF4, UniRef:UniRef90_B5XRF4
contig_2	273430	273792	-	DKLDBC_04550	14.0	6.3		RefSeq:WP_002903374.1, SO:0001217, UniParc:UPI0001575FBC, UniRef:UniRef100_A0A7U7F3U9, UniRef:UniRef50_A0A0J4N9Z3, UniRef:UniRef90_B5XRE1
contig_2	286389	286682	-	DKLDBC_04625	11.4	10.0		RefSeq:WP_094317203.1, SO:0001217, UniParc:UPI000B95AEDF, UniRef:UniRef100_UPI000B95AEDF, UniRef:UniRef50_A0A2A5MIP1, UniRef:UniRef90_A0A2A5MIP1
contig_2	286679	286903	-	DKLDBC_04630	8.5	10.3		RefSeq:WP_094317204.1, SO:0001217, UniParc:UPI000B95975A, UniRef:UniRef100_A0A2A5MJE7, UniRef:UniRef50_A0A0E1CK59, UniRef:UniRef90_A0A377ZA37
contig_2	288168	288608	-	DKLDBC_04645	17.2	10.2		RefSeq:WP_094317206.1, SO:0001217, UniParc:UPI000B952A0B, UniRef:UniRef100_UPI000B952A0B, UniRef:UniRef50_A0A750HT17, UniRef:UniRef90_A0A2U0LCJ4
contig_2	288605	288823	-	DKLDBC_04650	8.9	10.9		SO:0001217, UniRef:UniRef50_A0A380SAZ3, UniRef:UniRef90_W1HNY1
contig_2	288795	289049	-	DKLDBC_04655	9.6	4.5		RefSeq:WP_004177206.1, SO:0001217, UniParc:UPI000282EA0F, UniRef:UniRef100_A0A2A5PNI8, UniRef:UniRef50_A0A377N0G0, UniRef:UniRef90_A0A1L5D7R6
contig_2	289577	289765	-	DKLDBC_04660	6.7	4.5		RefSeq:WP_004152159.1, SO:0001217, UniParc:UPI000241DF43, UniRef:UniRef100_A0A483XQ12, UniRef:UniRef50_A0A0E1CK49, UniRef:UniRef90_A0A376WX76
contig_2	291757	292125	+	DKLDBC_04675	13.9	9.7		RefSeq:WP_094317208.1, SO:0001217, UniParc:UPI000B95113C, UniRef:UniRef100_A0A2X3CEL9, UniRef:UniRef50_A0A2X3CEL9, UniRef:UniRef90_A0A2X3CEL9
contig_2	294784	295260	+	DKLDBC_04690	18.9	4.9		RefSeq:WP_032439905.1, SO:0001217, UniParc:UPI0003EBA614, UniRef:UniRef100_A0A8B2RAY4, UniRef:UniRef50_A0A486P1F8, UniRef:UniRef90_A0A1L5C9L6
contig_2	296118	296450	+	DKLDBC_04700	12.4	4.9		SO:0001217, UniRef:UniRef50_A0A486P1E9, UniRef:UniRef90_A0A486P1E9
contig_2	298589	298864	+	DKLDBC_04725	9.6	6.6		RefSeq:WP_004190672.1, SO:0001217, UniParc:UPI0001C67931, UniRef:UniRef100_A0A377TTR3, UniRef:UniRef50_A0A377TTR3, UniRef:UniRef90_A0A377TTR3
contig_2	305684	305881	+	DKLDBC_04765	7.1	4.4		RefSeq:WP_004899632.1, SO:0001217, UniParc:UPI00029246C8, UniRef:UniRef100_A0A7U7IK39, UniRef:UniRef50_A0A5V3ALA3, UniRef:UniRef90_A0A7Z8EN44
contig_2	319494	319583	+	DKLDBC_04830	3.4	6.5		
contig_2	320165	320371	-	DKLDBC_04845	7.7	7.0		SO:0001217, UniRef:UniRef50_A0A377TH92, UniRef:UniRef90_A0A8G2AIM3
contig_2	321403	321684	+	DKLDBC_04850	10.7	9.5		RefSeq:WP_017879818.1, SO:0001217, UniParc:UPI00035F1D1E, UniRef:UniRef100_A0A2J1DE63, UniRef:UniRef50_A0A0E1CMH3, UniRef:UniRef90_A0A2J1DE63
contig_2	347879	348235	+	DKLDBC_04960	13.9	4.9		RefSeq:WP_004176301.1, SO:0001217, UniParc:UPI0001576087, UniRef:UniRef100_A0A169Q432, UniRef:UniRef50_A0A086I7Y8, UniRef:UniRef90_A0A086I7Y8
contig_2	351399	352976	-	DKLDBC_04975	58.2	6.7		SO:0001217, UniRef:UniRef50_A0A4S8CGG0, UniRef:UniRef90_A0A4S8CGG0
contig_2	365453	365557	+	DKLDBC_05045	3.7	10.0		SO:0001217, UniParc:UPI0001576097, UniRef:UniRef100_A0A7U7F3Y1, UniRef:UniRef50_B5XR91, UniRef:UniRef90_B5XR91
contig_2	365946	366317	+	DKLDBC_05050	13.9	9.9		SO:0001217, UniParc:UPI00037FE62F, UniRef:UniRef100_A0A170XEE3, UniRef:UniRef50_A0A0H3HC69, UniRef:UniRef90_A0A0J2G704
contig_2	392554	392658	-	DKLDBC_05185	3.7	5.6		SO:0001217, UniParc:UPI000282F005, UniRef:UniRef100_A0A331H0I4, UniRef:UniRef50_A0A7Z9B0A7, UniRef:UniRef90_A0A7Z9B0A7
contig_2	395592	395822	+	DKLDBC_05205	8.6	5.4		SO:0001217, UniParc:UPI00028301EE, UniRef:UniRef100_A0A1L5VYX7, UniRef:UniRef50_A0A1L5VYX7, UniRef:UniRef90_A0A378C701
contig_2	405174	405434	+	DKLDBC_05255	9.4	6.0		RefSeq:WP_004176262.1, SO:0001217, UniParc:UPI0000003DFF, UniRef:UniRef100_Q849X8, UniRef:UniRef50_A0A141RGY5, UniRef:UniRef90_A0A141RGY5
contig_2	446426	446524	+	DKLDBC_05460	3.7	6.0		SO:0001217, UniParc:UPI0001576227, UniRef:UniRef100_A0A7U7IHA3, UniRef:UniRef50_E3G7B2, UniRef:UniRef90_A0A7U7IHA3
contig_2	449569	449859	-	DKLDBC_05485	11.1	9.4		RefSeq:WP_002904624.1, SO:0001217, UniParc:UPI000157622D, UniRef:UniRef100_V0AY65, UniRef:UniRef50_V0AY65, UniRef:UniRef90_V0AY65
contig_2	479834	480082	-	DKLDBC_05645	9.7	8.1		RefSeq:WP_002904810.1, SO:0001217, UniParc:UPI00015762A4, UniRef:UniRef100_W9B845, UniRef:UniRef50_A0A0F1R5I5, UniRef:UniRef90_A0A087FPE2
contig_2	483191	483331	-	DKLDBC_05660	5.1	10.3		RefSeq:WP_002904814.1, SO:0001217, UniParc:UPI0001576309, UniRef:UniRef100_A0A7U7IIT8, UniRef:UniRef50_A0A377XB29, UniRef:UniRef90_A0A7U7IIT8
contig_2	483356	483595	-	DKLDBC_05665	8.9	9.3		RefSeq:WP_002904816.1, SO:0001217, UniParc:UPI000218621C, UniRef:UniRef100_A0A0E1CIT5, UniRef:UniRef50_A0A0E1CIT5, UniRef:UniRef90_A0A0E1CIT5
contig_2	513822	514061	-	DKLDBC_05800	9.4	9.3		RefSeq:WP_002904864.1, SO:0001217, UniParc:UPI000241DB03, UniRef:UniRef100_A0A8D6CUK3, UniRef:UniRef50_A0A8B4T3Y9, UniRef:UniRef90_A0A2X3F2Y9
contig_3	7848	8192	-	DKLDBC_05870	12.4	9.0		RefSeq:WP_032432889.1, SO:0001217, UniParc:UPI000451283B, UniRef:UniRef100_A0A4S4UZV6, UniRef:UniRef50_B5XMU4, UniRef:UniRef90_A0A4S4UZV6
contig_3	98378	98527	+	DKLDBC_06320	5.0	5.2		SO:0001217, UniRef:UniRef50_V0A9S1, UniRef:UniRef90_A0A2X1QCJ5
contig_3	104297	104518	-	DKLDBC_06360	7.9	7.8		RefSeq:WP_002898602.1, SO:0001217, UniParc:UPI00015762E4, UniRef:UniRef100_A0A7U7IGD8, UniRef:UniRef50_A0A2N4W2I4, UniRef:UniRef90_A0A2N4W2I4
contig_3	104775	104897	+	DKLDBC_06365	4.4	10.4		RefSeq:WP_002898600.1, SO:0001217, UniParc:UPI00015762E3, UniRef:UniRef100_A0A0E1CGT0, UniRef:UniRef50_A0A0E1CGT0, UniRef:UniRef90_A0A0E1CGT0
contig_3	172350	172565	+	DKLDBC_06670	8.1	9.6		RefSeq:WP_004141776.1, SO:0001217, UniParc:UPI0001B775A9, UniRef:UniRef100_A0A2X1QRE9, UniRef:UniRef50_A0A2X1QRE9, UniRef:UniRef90_A0A2X1QRE9
contig_3	246120	246284	-	DKLDBC_06950	5.8	7.7		RefSeq:WP_002896395.1, SO:0001217, UniParc:UPI0002186873, UniRef:UniRef100_V0AWN8, UniRef:UniRef50_A0A0E1CGL0, UniRef:UniRef90_A0A0E1CGL0
contig_3	348656	348748	-	DKLDBC_07435	3.6	8.4		SO:0001217, UniParc:UPI0001BDD3C4, UniRef:UniRef100_A0A0E1CH20, UniRef:UniRef50_A0A0E1CH20, UniRef:UniRef90_A0A0E1CH20
contig_3	371883	371993	+	DKLDBC_07525	3.7	6.0		SO:0001217, UniParc:UPI0001575D42, UniRef:UniRef100_A0A447S3R1, UniRef:UniRef50_A0A447S3R1, UniRef:UniRef90_A0A447S3R1
contig_3	377178	377684	-	DKLDBC_07545	19.2	6.1		RefSeq:WP_002895283.1, SO:0001217, UniParc:UPI0001575D3F, UniRef:UniRef100_A0A7U7F2F3, UniRef:UniRef50_B5XRF4, UniRef:UniRef90_A0A169AQY3
contig_3	382113	382418	+	DKLDBC_07575	11.5	9.7		KEGG:K21975, RefSeq:WP_032433858.1, SO:0001217, UniParc:UPI00044E8B6A, UniRef:UniRef100_A0A4S7LBK7, UniRef:UniRef50_A0A7S9E197, UniRef:UniRef90_A0A7S9E197
contig_4	281861	282079	+	DKLDBC_08870	8.1	9.5	PF13356.9|Arm-DNA-bind_3	PFAM:PF13356.9
contig_5	24105	24206	-	DKLDBC_09010	4.1	8.8		SO:0001217, UniParc:UPI0002410CD1, UniRef:UniRef100_J2LNT0, UniRef:UniRef50_A0A2J4VVS7, UniRef:UniRef90_A0A6B3VI75
contig_5	73257	73604	-	DKLDBC_09220	13.5	5.9	PF05973.17|Gp49	COG:COG4683, COG:S, PFAM:PF05973.17, RefSeq:WP_032433636.1, SO:0001217, UniParc:UPI00044C8191, UniRef:UniRef100_A0A4S7KZ03, UniRef:UniRef50_A0A1B8H9Y4, UniRef:UniRef90_A0A486LFK7
contig_6	56284	56559	+	DKLDBC_10350	9.0	6.1		RefSeq:WP_004174494.1, SO:0001217, UniParc:UPI0001A5883A, UniRef:UniRef100_A0A060VEJ6, UniRef:UniRef50_A0A380QQL3, UniRef:UniRef90_A0A060VEJ6
contig_6	147371	147691	-	DKLDBC_10765	11.8	9.3		RefSeq:WP_023286839.1, SO:0001217, UniParc:UPI0003BFB02E, UniRef:UniRef100_A0A4S4WLG5, UniRef:UniRef50_A0A0W8ANJ1, UniRef:UniRef90_A0A0W8ANJ1
contig_7	5680	6150	-	DKLDBC_11325	17.4	9.1		RefSeq:WP_032419293.1, SO:0001217, UniParc:UPI0003EBA09D, UniRef:UniRef100_A0A6N3GKS1, UniRef:UniRef50_C9XYI4, UniRef:UniRef90_R4YC34
contig_7	6150	6626	-	DKLDBC_11330	18.1	4.4		RefSeq:WP_165451368.1, SO:0001217, UniParc:UPI000DE7464C, UniRef:UniRef100_UPI000DE7464C, UniRef:UniRef50_C9XYI3, UniRef:UniRef90_A0A0E1CMV6
contig_7	6673	6915	-	DKLDBC_11335	8.9	5.4		RefSeq:WP_029602700.1, SO:0001217, UniParc:UPI000497083F, UniRef:UniRef100_UPI000497083F, UniRef:UniRef50_A0A377Y4P4, UniRef:UniRef90_A0A332BYF2
contig_7	11745	12065	-	DKLDBC_11350	11.9	9.8		RefSeq:WP_094317178.1, SO:0001217, UniParc:UPI000B95C8CB, UniRef:UniRef100_UPI001D0D31BC, UniRef:UniRef50_A0A1S0W973, UniRef:UniRef90_A0A1S0W973
contig_7	12486	12800	-	DKLDBC_11355	12.3	9.8		
contig_7	15225	15617	-	DKLDBC_11375	14.3	6.0		RefSeq:WP_040229586.1, SO:0001217, UniParc:UPI00058AE849, UniRef:UniRef100_UPI00058AE849, UniRef:UniRef50_A0A1L5C6X8, UniRef:UniRef90_A0A1L5C6X8
contig_7	15614	16039	-	DKLDBC_11380	15.6	10.0		RefSeq:WP_004151265.1, SO:0001217, UniParc:UPI0002687218, UniRef:UniRef100_A0A0J2GAP0, UniRef:UniRef50_A0A1B7IQH9, UniRef:UniRef90_A0A0J2GAP0
contig_7	16735	17097	-	DKLDBC_11395	13.1	4.2		RefSeq:WP_094317168.1, SO:0001217, UniParc:UPI000B951C51, UniRef:UniRef100_UPI000B951C51, UniRef:UniRef50_G9Y3S6, UniRef:UniRef90_A0A859RZM7
contig_7	17653	17910	-	DKLDBC_11405	8.9	4.4		RefSeq:WP_094317169.1, SO:0001217, UniParc:UPI000B95237E, UniRef:UniRef100_UPI000B95237E, UniRef:UniRef50_A0A6A8ES50, UniRef:UniRef90_UPI000E2AAF48
contig_7	19027	19455	-	DKLDBC_11415	15.2	6.3		RefSeq:WP_004151271.1, SO:0001217, UniParc:UPI0002687213, UniRef:UniRef100_A0A7I6WP16, UniRef:UniRef50_D3UXH4, UniRef:UniRef90_R4YBI0
contig_7	20857	21039	-	DKLDBC_11425	6.7	10.4		RefSeq:WP_047680685.1, SO:0001217, UniParc:UPI000582C7BF, UniRef:UniRef100_A0A6G2BN68, UniRef:UniRef50_A0A379D2N3, UniRef:UniRef90_A0A379D2N3
contig_7	25747	26397	-	DKLDBC_11450	24.5	5.4		RefSeq:WP_032432709.1, SO:0001217, UniParc:UPI000451455E, UniRef:UniRef100_UPI000451455E, UniRef:UniRef50_A0A4P6WNI7, UniRef:UniRef90_A0A0D7LS66
contig_7	26695	26808	+	DKLDBC_11455	4.0	5.8		
contig_7	28368	28559	+	DKLDBC_11475	7.5	4.2		RefSeq:WP_009483893.1, SO:0001217, UniParc:UPI000205D9DB, UniRef:UniRef100_UPI000205D9DB, UniRef:UniRef50_A7MI85, UniRef:UniRef90_A0A483NG06
contig_7	32327	32524	-	DKLDBC_11515	7.1	6.2		RefSeq:WP_032432693.1, SO:0001217, UniParc:UPI00044A57A0, UniRef:UniRef100_UPI00044A57A0, UniRef:UniRef50_A0A7H4MW32, UniRef:UniRef90_UPI001E36F4F2
contig_7	32517	33293	-	DKLDBC_11520	28.3	4.6		RefSeq:WP_071888998.1, SO:0001217, UniParc:UPI00044B6CDA, UniRef:UniRef100_UPI00044B6CDA, UniRef:UniRef50_UPI001D0E0E5C, UniRef:UniRef90_UPI001D0E0E5C
contig_7	33294	33587	-	DKLDBC_11525	10.4	4.4		RefSeq:WP_029497179.1, SO:0001217, UniParc:UPI0004491F9A, UniRef:UniRef100_UPI0004491F9A, UniRef:UniRef50_J6I9Y5, UniRef:UniRef90_J6I9Y5
contig_7	33587	33874	-	DKLDBC_11530	11.1	5.9		RefSeq:WP_032432691.1, SO:0001217, UniParc:UPI0004450515, UniRef:UniRef100_UPI0004450515, UniRef:UniRef50_UPI000B417849, UniRef:UniRef90_UPI000B417849
contig_7	34541	34747	-	DKLDBC_11540	7.8	9.3		RefSeq:WP_004178825.1, SO:0001217, UniParc:UPI00028301C1, UniRef:UniRef100_A0A2V1LHE6, UniRef:UniRef50_C9XXY9, UniRef:UniRef90_A0A2V1LHE6
contig_7	34744	35169	-	DKLDBC_11545	15.5	6.1		RefSeq:WP_032432690.1, SO:0001217, UniParc:UPI000449DEF1, UniRef:UniRef100_UPI000449DEF1, UniRef:UniRef50_A0A7U7F1S3, UniRef:UniRef90_UPI000BFC120C
contig_7	38638	38817	-	DKLDBC_11580	6.9	6.5		SO:0001217, UniRef:UniRef50_A0A486QIV8, UniRef:UniRef90_A0A486QIV8
contig_7	39524	39658	+	DKLDBC_11585	5.2	6.0		
contig_7	114890	115105	-	DKLDBC_11955	8.2	7.8		RefSeq:WP_004142688.1, SO:0001217, UniParc:UPI000157624F, UniRef:UniRef100_A0A087FUG5, UniRef:UniRef50_L0M9B6, UniRef:UniRef90_A0A087FUG5
contig_7	115102	115359	-	DKLDBC_11960	9.5	5.2		RefSeq:WP_004147352.1, SO:0001217, UniParc:UPI00024105C1, UniRef:UniRef100_A0A060VJW7, UniRef:UniRef50_A0A168EXL6, UniRef:UniRef90_A0A378CDV7
contig_7	147614	147946	+	DKLDBC_12120	11.6	4.3		RefSeq:WP_004178748.1, SO:0001217, UniParc:UPI0001576180, UniRef:UniRef100_A0A7U7F3H9, UniRef:UniRef50_A0A0B7GDE0, UniRef:UniRef90_A0A2V3KCU8
contig_7	189418	189570	+	DKLDBC_12340	6.0	8.8		SO:0001217, UniParc:UPI0001B75196, UniRef:UniRef100_A0A0C7KFE1, UniRef:UniRef50_A0A0C7KFE1, UniRef:UniRef90_A0A0C7KFE1
contig_8	13366	13842	-	DKLDBC_12710	17.3	5.0	PF05488.16|PAAR_motif	COG:COG4104, COG:U, PFAM:PF05488.16, RefSeq:WP_009484465.1, SO:0001217, UniParc:UPI0001576F8A, UniRef:UniRef100_W9BDJ4, UniRef:UniRef50_A0A0H3CMW4, UniRef:UniRef90_W9BDJ4
contig_8	68110	68403	-	DKLDBC_12965	9.7	4.2		SO:0001217, UniParc:UPI00024102C0, UniRef:UniRef100_V0B5E6, UniRef:UniRef50_A0A2X3E7M1, UniRef:UniRef90_A0A087FTJ2
contig_8	84420	86546	+	DKLDBC_13055	80.0	7.2		RefSeq:WP_004192454.1, SO:0001217, UniParc:UPI00029CD339, UniRef:UniRef100_A0A4S8CZ52, UniRef:UniRef50_A0A4S8CZ52, UniRef:UniRef90_A0A4S8CZ52
contig_8	110132	110227	-	DKLDBC_13180	3.6	10.8		SO:0001217, UniParc:UPI0002186713, UniRef:UniRef100_A0A2X3EXL5, UniRef:UniRef50_A0A0E1CQI5, UniRef:UniRef90_A0A0E1CQI5
contig_8	200640	203666	-	DKLDBC_13555	114.4	6.0		RefSeq:WP_223849135.1, SO:0001217, UniParc:UPI000741D2F8, UniRef:UniRef100_A0A377UWD6, UniRef:UniRef50_B7LQL9, UniRef:UniRef90_A0A4S5PEG7
contig_8	209040	209306	-	DKLDBC_13590	10.2	5.7		RefSeq:WP_004178415.1, SO:0001217, UniParc:UPI000282FEC2, UniRef:UniRef100_A0A0C7KA38, UniRef:UniRef50_S5NN69, UniRef:UniRef90_A0A2A7TZV8
contig_8	210687	210950	-	DKLDBC_13600	9.9	8.5		RefSeq:WP_094317163.1, SO:0001217, UniParc:UPI000B959852, UniRef:UniRef100_UPI000B959852, UniRef:UniRef50_A0A157EMK9, UniRef:UniRef90_A0A157EMK9
contig_8	212192	212314	+	DKLDBC_13610	4.4	8.3		SO:0001217, UniParc:UPI000282F673, UniRef:UniRef100_A0A1S0W442, UniRef:UniRef50_B5Y2M3, UniRef:UniRef90_B5Y2M3
contig_8	214848	215195	-	DKLDBC_13640	12.7	8.7		RefSeq:WP_004199257.1, SO:0001217, UniParc:UPI000241E1EC, UniRef:UniRef100_A0A0E1CPR4, UniRef:UniRef50_A0A0E1CPR4, UniRef:UniRef90_A0A0E1CPR4
contig_8	215197	215871	-	DKLDBC_13645	25.3	6.8		RefSeq:WP_004192261.1, SO:0001217, UniParc:UPI000205BB85, UniRef:UniRef100_A0A7U9D1J0, UniRef:UniRef50_D2ZA42, UniRef:UniRef90_A0A2U0LYX6
contig_9	46727	46930	+	DKLDBC_14010	7.9	4.8		RefSeq:WP_015959185.1, SO:0001217, UniParc:UPI0001576D21, UniRef:UniRef100_A0A4C4KZL6, UniRef:UniRef50_A0A4R7GML3, UniRef:UniRef90_A0A0L7AII5
contig_9	48379	48987	+	DKLDBC_14020	23.2	8.4		RefSeq:WP_032433717.1, SO:0001217, UniParc:UPI00044C625E, UniRef:UniRef100_A0A4S7LQF4, UniRef:UniRef50_A0A4S7LQF4, UniRef:UniRef90_A0A4S7LQF4
contig_9	53411	54505	-	DKLDBC_14045	41.6	6.0		RefSeq:WP_071557796.1, SO:0001217, UniParc:UPI00044B45DF, UniRef:UniRef100_A0A4S8CTT3, UniRef:UniRef50_A0A4S8CTT3, UniRef:UniRef90_A0A4S8CTT3
contig_9	68541	69602	+	DKLDBC_14100	38.5	5.1		SO:0001217, UniParc:UPI0003BFCFC2, UniRef:UniRef100_A0A4S7KBA6, UniRef:UniRef50_L0MCS7, UniRef:UniRef90_A0A1L5UBY4
contig_9	79183	79353	-	DKLDBC_14155	6.5	7.9		SO:0001217, UniParc:UPI000448860A, UniRef:UniRef100_A0A331TDX7, UniRef:UniRef50_A0A377TK28, UniRef:UniRef90_A0A331TDX7
contig_9	117636	117821	+	DKLDBC_14355	6.7	5.8	PF02900.21|LigB	PFAM:PF02900.21
contig_9	147924	148031	+	DKLDBC_14515	4.1	10.7		SO:0001217, UniParc:UPI000282FFC0, UniRef:UniRef100_A0A2X3D3B8, UniRef:UniRef50_A0A486QLN5, UniRef:UniRef90_A0A486QLN5
contig_9	152141	153172	-	DKLDBC_14545	39.7	5.6		RefSeq:WP_019724980.1, SO:0001217, UniParc:UPI0002DA7414, UniRef:UniRef100_A0A4S4U660, UniRef:UniRef50_A0A4S4U660, UniRef:UniRef90_A0A4S4U660
contig_9	155553	156032	+	DKLDBC_14555	18.6	4.6		SO:0001217, UniRef:UniRef50_UPI001D0DBA1C, UniRef:UniRef90_UPI001D0DBA1C
contig_9	156134	157507	-	DKLDBC_14560	53.9	5.1		RefSeq:WP_019724983.1, SO:0001217, UniParc:UPI0002EC454E, UniRef:UniRef100_A0A4V3Y3Z6, UniRef:UniRef50_A0A4V3Y3Z6, UniRef:UniRef90_A0A4V3Y3Z6
contig_10	109577	109861	+	DKLDBC_15340	9.7	5.0		RefSeq:WP_004177403.1, SO:0001217, UniParc:UPI00015762A8, UniRef:UniRef100_A0A0S3DJS2, UniRef:UniRef50_H5V495, UniRef:UniRef90_A0A087FUV1
