#Annotated with Bakta (v1.6.1): https://github.com/oschwengers/bakta
#Database (v4.0): https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	80974	81990	-	DKLDBC_00380	benC	benzoate 1,2-dioxygenase electron transfer component BenC	COG:C, COG:COG1018, EC:1.18.1.-, KEGG:K05784, RefSeq:WP_023280144.1, SO:0001217, UniParc:UPI0003BEBFAD, UniRef:UniRef100_A0A422XPI0, UniRef:UniRef50_A0A073A1A9, UniRef:UniRef90_A0A483VZG4
contig_1	cds	82000	82485	-	DKLDBC_00385	benB	benzoate 1,2-dioxygenase small subunit	COG:COG5517, COG:Q, RefSeq:WP_023280145.1, SO:0001217, UniParc:UPI0003BF882D, UniRef:UniRef100_A0A4S8D6G1, UniRef:UniRef50_Q51602, UniRef:UniRef90_A0A098CEI1
contig_1	cds	82485	83867	-	DKLDBC_00390	benA	benzoate 1,2-dioxygenase large subunit	COG:COG4638, COG:PR, EC:1.14.12.-, EC:1.14.12.10, KEGG:K05549, RefSeq:WP_004175987.1, SO:0001217, UniParc:UPI000282F347, UniRef:UniRef100_A0A098CCZ2, UniRef:UniRef50_Q51601, UniRef:UniRef90_A0A3S4HVL3
contig_1	cds	83977	84903	-	DKLDBC_00395	catA	catechol 1,2-dioxygenase	COG:COG3485, COG:Q, RefSeq:WP_004175986.1, SO:0001217, UniParc:UPI00015769A3, UniRef:UniRef100_W9B973, UniRef:UniRef50_P07773, UniRef:UniRef90_W9B973
contig_1	cds	84970	85260	-	DKLDBC_00400	catC	muconolactone Delta-isomerase	COG:COG4829, COG:Q, EC:5.3.3.4, KEGG:K03464, RefSeq:WP_002906471.1, SO:0001217, UniParc:UPI00015769A4, UniRef:UniRef100_A0A7U7F4I3, UniRef:UniRef50_I4KIY7, UniRef:UniRef90_A0A377WLG5
contig_1	cds	85280	86398	-	DKLDBC_00405	rspA	muconate cycloisomerase	COG:COG4948, COG:MR, EC:5.5.1.1, KEGG:K01856, RefSeq:WP_020805535.1, SO:0001217, UniParc:UPI0003421DA1, UniRef:UniRef100_A0A2V1L9U2, UniRef:UniRef50_B5XWZ8, UniRef:UniRef90_B5XWZ8
contig_1	cds	86652	87449	+	DKLDBC_00410	iclR	IclR family transcriptional regulator	COG:COG1414, COG:K, RefSeq:WP_002906473.1, SO:0001217, UniParc:UPI0002687259, UniRef:UniRef100_V0AAM4, UniRef:UniRef50_A0A7H4MKX8, UniRef:UniRef90_A0A7L8QHG6
contig_1	cds	87444	88943	-	DKLDBC_00415	kmrA	efflux MFS transporter KmrA	COG:COG0477, COG:GEPR, RefSeq:WP_004184186.1, SO:0001217, UniParc:UPI000283079C, UniRef:UniRef100_A0A2H2VR63, UniRef:UniRef50_W9BGM8, UniRef:UniRef90_W9BGM8
contig_1	cds	89106	89642	+	DKLDBC_00420	acrR	TetR family transcriptional regulator	COG:COG1309, COG:K, SO:0001217, UniParc:UPI00024105A6, UniRef:UniRef100_A0A7U7F6I8, UniRef:UniRef50_A0A064E5D4, UniRef:UniRef90_A0A8B6IP92
contig_1	cds	89817	91199	+	DKLDBC_00425	narK	nitrate/nitrite transporter	COG:COG2223, COG:P, RefSeq:WP_032433131.1, SO:0001217, UniParc:UPI00044E0F84, UniRef:UniRef100_A0A4S7JRF6, UniRef:UniRef50_P37758, UniRef:UniRef90_B5XWZ4
contig_1	cds	91314	95054	+	DKLDBC_00430	narZ	nitrate reductase subunit alpha	COG:COG5013, COG:CP, RefSeq:WP_032425011.1, SO:0001217, UniParc:UPI000447E4C5, UniRef:UniRef100_A0A4S7JQL2, UniRef:UniRef50_P09152, UniRef:UniRef90_A6T9P0
contig_1	cds	95051	96595	+	DKLDBC_00435	narH	nitrate reductase subunit beta	COG:COG1140, COG:CP, RefSeq:WP_032433132.1, SO:0001217, UniParc:UPI00044EF407, UniRef:UniRef100_A0A4S8CBL9, UniRef:UniRef50_Q83RN5, UniRef:UniRef90_A0A2N4VRE8
